position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Harden, James^",66,"$11,100",HOUSTON ROCKETS,@ cle, 108-117,43:38,   40pt 4rb 13as 1st 9to 5trey 14-30fg 7-12ft
PG,"Westbrook, Russell^",51.5,"$10,700",OKLAHOMA CITY THUNDER,v den, 98-105,39:29,   16pt 10rb 12as 1st 4to 1trey 6-23fg 3-7ft
SG,"Beal, Bradley^",45,"$7,400",WASHINGTON WIZARDS,v nor, 124-114,44:30,   18pt 6rb 8as 1st 3bl 2to 1trey 7-15fg 3-7ft
PG/SG,"Bledsoe, Eric^",45,"$6,900",MILWAUKEE BUCKS,v sas, 135-129,34:50,   20pt 4rb 10as 2st 2to 1trey 8-15fg 3-4ft
PG/SG,"Murray, Jamal^",43.5,"$6,300",DENVER NUGGETS,@ okc, 105-98,39:40,   22pt 8rb 8as 3to 2trey 9-23fg 2-2ft
PG,"Wall, John^",42.75,"$8,500",WASHINGTON WIZARDS,v nor, 124-114,34:28,   22pt 7rb 8as 1st 5to 1trey 8-16fg 5-10ft
PG/SG,"LaVine, Zach^",42,"$7,800",CHICAGO BULLS,@ min, 96-111,37:56,   28pt 8rb 4as 4to 9-17fg 10-12ft
PG/SG,"Barea, Jose",39.75,"$4,500",DALLAS MAVERICKS,v bos, 113-104,26:19,   20pt 3rb 8as 2st 2to 2trey 9-16fg 0-1ft
PG/SG,"Holiday, Jrue^",38.25,"$8,600",NEW ORLEANS PELICANS,@ was, 114-124,36:02,   16pt 5rb 9as 1st 1bl 4to 1trey 7-18fg 1-2ft
SG,"Thompson, Klay^",38,"$6,700",GOLDEN STATE WARRIORS,v sac, 117-116,36:17,   31pt 4rb 1to 5trey 12-26fg 2-2ft
PG,"Irving, Kyrie^",37.75,"$8,700",BOSTON CELTICS,@ dal, 104-113,34:33,   19pt 5rb 6as 2st 1bl 5to 9-24fg 1-1ft
PG,"Sexton, Collin^",36,"$5,100",CLEVELAND CAVALIERS,v hou, 117-108,33:39,   29pt 4rb 2as 3to 1trey 14-21fg
PG,"Doncic, Luka^",35,"$7,200",DALLAS MAVERICKS,v bos, 113-104,30:52,   15pt 8as 3st 1bl 3to 3trey 5-11fg 2-2ft
PG/SG,"Clarkson, Jordan",33.25,"$5,200",CLEVELAND CAVALIERS,v hou, 117-108,27:54,   20pt 5rb 4as 1st 2to 8-16fg 4-4ft
PG/SG,"Rose, Derrick",33,"$6,500",MINNESOTA TIMBERWOLVES,v chi, 111-96,31:08,   22pt 2rb 4as 1bl 1to 2trey 9-13fg 2-2ft
PG/SG,"Brogdon, Malcolm^",32.25,"$5,000",MILWAUKEE BUCKS,v sas, 135-129,34:32,   23pt 3rb 3as 1to 3trey 10-15fg
PG/SG,"Rivers, Austin",31.5,"$3,200",WASHINGTON WIZARDS,v nor, 124-114,26:59,   18pt 2rb 2as 2st 2bl 1to 1trey 8-11fg 1-1ft
PG,"Teague, Jeff^",31,"$6,000",MINNESOTA TIMBERWOLVES,v chi, 111-96,28:20,   18pt 4rb 5as 2to 3trey 7-10fg 1-1ft
PG/SG,"Smart, Marcus",26.5,"$3,700",BOSTON CELTICS,@ dal, 104-113,25:11,   19pt 2rb 2as 1st 3to 3trey 5-8fg 6-6ft
PG,"Fox, De'Aaron^",25.5,"$7,000",SACRAMENTO KINGS,@ gsw, 116-117,33:49,   9pt 2rb 9as 1bl 3to 3-14fg 3-4ft
PG/SG,"Schroder, Dennis",25.5,"$6,000",OKLAHOMA CITY THUNDER,v den, 98-105,29:30,   18pt 2rb 2as 1st 2to 2trey 5-14fg 6-6ft
PG/SG,"Forbes, Bryn^",24,"$3,900",SAN ANTONIO SPURS,@ mil, 129-135,30:31,   18pt 2rb 1as 1st 2to 2trey 8-11fg
PG,"Cook, Quinn^",23.5,"$4,900",GOLDEN STATE WARRIORS,v sac, 117-116,29:13,   6pt 6rb 5as 1bl 1to 2trey 2-11fg
