position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Payton, Elfrid^",57.25,"$6,500",NEW ORLEANS PELICANS,v mil, 113-130,34:27,   14pt 15rb 11as 1st 1bl 3to 2trey 6-15fg
PG/SG,"McCollum, C.J.^",53,"$6,600",PORTLAND TRAIL BLAZERS,@ lac, 125-104,35:28,   35pt 4rb 4as 2st 6trey 12-21fg 5-6ft
PG/SF,"Simmons, Ben^",53,"$8,600",PHILADELPHIA 76ERS,v cle, 106-99,37:40,   26pt 10rb 8as 1st 2to 10-16fg 6-8ft
PG/SG,"Brunson, Jalen^",49.25,"$5,000",DALLAS MAVERICKS,v sas, 105-112,36:31,   34pt 5rb 4as 1st 1to 3trey 12-16fg 7-7ft
PG,"Lillard, Damian^",47.25,"$9,200",PORTLAND TRAIL BLAZERS,@ lac, 125-104,33:53,   20pt 3rb 12as 2st 3to 3trey 8-14fg 1-1ft
PG/SG,"White, Derrick^",43.75,"$6,500",SAN ANTONIO SPURS,@ dal, 112-105,32:48,   23pt 3rb 7as 3st 2to 3trey 10-16fg
PG/SG,"Dunn, Kris^",43.25,"$5,200",CHICAGO BULLS,v lal, 107-123,32:57,   18pt 7rb 9as 2st 4to 2trey 8-16fg
PG/SG,"Murray, Jamal^",42.75,"$6,300",DENVER NUGGETS,v min, 133-107,31:33,   30pt 3rb 1as 3st 1to 4trey 10-16fg 6-6ft
PG,"Collison, Darren^",41.75,"$5,900",INDIANA PACERS,v nyk, 103-98,30:35,   16pt 5rb 9as 3st 5-11fg 6-6ft
PG,"Rondo, Rajon^",39.5,"$6,800",LOS ANGELES LAKERS,@ chi, 123-107,30:53,   14pt 4rb 10as 2st 2to 2trey 6-9fg
PG,"Mudiay, Emmanuel",37,"$4,200",NEW YORK KNICKS,@ ind, 98-103,32:27,   21pt 4rb 4as 2bl 1to 3trey 7-14fg 4-4ft
PG,"Morris, Monte",34.75,"$3,300",DENVER NUGGETS,v min, 133-107,26:54,   16pt 5rb 6as 1st 1to 4trey 6-8fg
PG,"Bledsoe, Eric^",32.5,"$6,500",MILWAUKEE BUCKS,@ nor, 130-113,28:41,   14pt 6rb 5as 2st 2to 1trey 6-15fg 1-2ft
PG/SG,"Arcidiacono, Ryan^",32.5,"$3,300",CHICAGO BULLS,v lal, 107-123,31:33,   14pt 4rb 6as 2st 1to 2trey 5-8fg 2-2ft
PG,"Sexton, Collin^",32,"$4,900",CLEVELAND CAVALIERS,@ phi, 99-106,35:24,   26pt 2rb 1as 4trey 11-20fg
PG/SF,"Doncic, Luka^",30,"$8,800",DALLAS MAVERICKS,v sas, 105-112,33:42,   12pt 6rb 7as 2bl 9to 1trey 5-18fg 1-9ft
PG,"Jones, Tyus^",27.5,"$3,700",MINNESOTA TIMBERWOLVES,@ den, 107-133,26:37,   16pt 2rb 3as 2st 1to 2trey 7-10fg
PG/SG,"Gilgeous-Alexander, Shai^",26.5,"$3,900",LOS ANGELES CLIPPERS,v por, 104-125,26:56,   15pt 2rb 4as 2st 3to 1trey 6-11fg 2-4ft
PG/SG,"Brogdon, Malcolm^",26.25,"$5,400",MILWAUKEE BUCKS,@ nor, 130-113,20:18,   18pt 1rb 2as 2st 2to 2trey 7-10fg 2-2ft
PG/SG,"Williams, Louis",23.75,"$7,300",LOS ANGELES CLIPPERS,v por, 104-125,26:36,   18pt 1rb 3as 1st 4to 5-16fg 8-10ft
PG/SG,"Knight, Brandon^",23.25,"$3,500",CLEVELAND CAVALIERS,@ phi, 99-106,26:09,   11pt 5rb 2st 1bl 1to 1trey 5-10fg
PG/SG,"Clarkson, Jordan",22.25,"$5,500",CLEVELAND CAVALIERS,@ phi, 99-106,30:14,   13pt 5rb 2as 5-20fg 3-4ft
PG/SF,"Reynolds, Cameron",21.75,"$3,000",MINNESOTA TIMBERWOLVES,@ den, 107-133,25:22,   12pt 1rb 2as 2st 1to 4trey 4-7fg
PG/SG,"Beverley, Patrick^",20.25,"$5,500",LOS ANGELES CLIPPERS,v por, 104-125,31:59,   4pt 3rb 7as 1st 1-6fg 2-2ft
SG,"Harris, Gary^",20,"$4,000",DENVER NUGGETS,v min, 133-107,27:53,   12pt 2rb 2as 1bl 1to 2trey 5-8fg
PG/SG,"Jackson, Frank^",18.25,"$5,100",NEW ORLEANS PELICANS,v mil, 113-130,34:22,   14pt 1rb 3as 3to 7-18fg
PG/SG,"Joseph, Cory",18,"$3,600",INDIANA PACERS,v nyk, 103-98,23:27,   2pt 4rb 4as 2st 1bl 2to 0-5fg 2-2ft
PG/SG,"Harris, Devin",17.5,"$3,100",DALLAS MAVERICKS,v sas, 105-112,15:38,   11pt 2rb 2as 1to 3trey 4-7fg
PG/SG,"Clark, Ian",16.75,"$3,300",NEW ORLEANS PELICANS,v mil, 113-130,21:47,   10pt 1rb 3as 2trey 3-13fg 2-3ft
PG/SG,"Curry, Seth",16.5,"$3,100",PORTLAND TRAIL BLAZERS,@ lac, 125-104,20:07,   10pt 2rb 1as 1st 1to 2trey 4-9fg 0-1ft
PG/SG,"Forbes, Bryn^",16,"$3,500",SAN ANTONIO SPURS,@ dal, 112-105,26:52,   6pt 4rb 2as 1st 3-6fg
PG,"Smith Jr., Dennis^",15.75,"$5,900",NEW YORK KNICKS,@ ind, 98-103,25:21,   7pt 3rb 3as 1st 4to 1trey 3-8fg 0-2ft
PG/SG,"Beasley, Malik",14.75,"$3,900",DENVER NUGGETS,v min, 133-107,20:07,   5pt 3rb 4as 1to 1trey 2-4fg
PG/SF,"Harrison, Shaquille",14,"$3,100",CHICAGO BULLS,v lal, 107-123,25:04,   6pt 2rb 3as 1st 2to 3-7fg
PG/SG,"Bayless, Jerryd",10.25,"$3,000",MINNESOTA TIMBERWOLVES,@ den, 107-133,21:31,   4pt 3rb 2as 1to 2-8fg
PG/SG,"Trier, Allonzo",9.25,"$4,700",NEW YORK KNICKS,@ ind, 98-103,22:35,   7pt 3rb 4to 1trey 3-12fg
PG/SG,"Mills, Patty",8.75,"$3,300",SAN ANTONIO SPURS,@ dal, 112-105,22:03,   3pt 1rb 3as 1to 1trey 1-5fg
PG/SG,"Blakeney, Antonio",7.25,"$3,100",CHICAGO BULLS,v lal, 107-123,11:14,   4pt 3rb 1to 2-3fg
PG/SG,"Caruso, Alex",6,"$3,400",LOS ANGELES LAKERS,@ chi, 123-107,10:59,   3pt 1as 1st 2to 1trey 1-1fg
PG/SG,"McConnell, T.J.",4.75,"$3,200",PHILADELPHIA 76ERS,v cle, 106-99,10:20,   4pt 1rb 1to 2-2fg
PG/SG,"Jenkins, John",4.5,"$3,000",NEW YORK KNICKS,@ ind, 98-103,5:01,   0pt 3as 0-2fg
PG/SG,"Wallace, Tyrone",3.25,"$3,000",LOS ANGELES CLIPPERS,v por, 104-125,11:05,   2pt 1rb 1-4fg
