position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"DeRozan, DeMar^",53.5,"$8,700",TORONTO RAPTORS,@ mia, 101-84,36:05,   40pt 6rb 3as 1st 1to 14-25fg 12-13ft
PG,"Lillard, Damian^",47.5,"$9,800",PORTLAND TRAIL BLAZERS,v nyk, 110-95,30:43,   30pt 4rb 5as 2st 2to 4trey 9-17fg 8-8ft
PG,"Dragic, Goran^",39.25,"$8,000",MIAMI HEAT,v tor, 84-101,33:20,   13pt 7rb 7as 4st 3to 1trey 5-18fg 2-2ft
PG,"Ulis, Tyler^",37.75,"$7,100",PHOENIX SUNS,@ bkn, 98-126,45:24,   10pt 5rb 12as 2st 4to 5-19fg
SG,"Booker, Devin^",36.5,"$6,800",PHOENIX SUNS,@ bkn, 98-126,39:59,   28pt 2rb 3st 3to 3trey 9-26fg 7-8ft
PG,"Paul, Chris^",36,"$8,500",LOS ANGELES CLIPPERS,@ dal, 95-97,34:42,   15pt 6rb 6as 3st 4to 1trey 6-13fg 2-2ft
SG,"Curry, Seth^",32.75,"$4,800",DALLAS MAVERICKS,v lac, 97-95,35:28,   23pt 3rb 4as 3to 3trey 9-14fg 2-2ft
PG,"Conley, Mike^",32.5,"$7,400",MEMPHIS GRIZZLIES,@ sas, 90-97,36:03,   22pt 2rb 6as 3to 1trey 7-18fg 7-7ft
PG/SG,"Wright, Delon",29.25,"$3,000",TORONTO RAPTORS,@ mia, 101-84,23:45,   13pt 7rb 3as 2st 2to 4-7fg 5-7ft
PG,"Mills, Patty",27.5,"$3,900",SAN ANTONIO SPURS,v mem, 97-90,22:35,   15pt 5as 1st 1bl 1to 3trey 5-8fg 2-2ft
PG/SG,"McCollum, C.J.^",27,"$7,200",PORTLAND TRAIL BLAZERS,v nyk, 110-95,33:39,   20pt 4rb 1as 1to 2trey 8-17fg 2-2ft
PG,"Parker, Tony^",26.5,"$4,000",SAN ANTONIO SPURS,v mem, 97-90,29:56,   13pt 2rb 7as 1trey 5-12fg 2-4ft
PG,"Whitehead, Isaiah",25,"$3,500",BROOKLYN NETS,v pho, 126-98,27:50,   11pt 4rb 3as 2st 1bl 3to 3-6fg 5-6ft
SG,"Lee, Courtney^",24.25,"$4,400",NEW YORK KNICKS,@ por, 95-110,40:33,   16pt 1rb 4as 1st 2to 6-12fg 4-4ft
PG,"Lin, Jeremy^",23.75,"$5,600",BROOKLYN NETS,v pho, 126-98,21:21,   13pt 3rb 5as 2to 1trey 3-7fg 6-7ft
PG/SG,"Harris, Devin",22.75,"$3,000",DALLAS MAVERICKS,v lac, 97-95,18:09,   8pt 3rb 4as 2st 2trey 2-5fg 2-2ft
PG/SG,"Barbosa, Leandro",21.5,"$3,200",PHOENIX SUNS,@ bkn, 98-126,31:10,   11pt 6rb 1as 1st 1to 4-13fg 3-4ft
SG,"Goodwin, Archie",20.75,"$3,100",BROOKLYN NETS,v pho, 126-98,7:30,   12pt 3rb 3as 1trey 4-4fg 3-4ft
PG/SG,"Dinwiddie, Spencer",20,"$4,900",BROOKLYN NETS,v pho, 126-98,23:07,   6pt 4rb 2as 2st 1bl 3-6fg
PG,"Randle, Chasson",19.5,"$3,000",NEW YORK KNICKS,@ por, 95-110,19:19,   13pt 2rb 2as 2trey 4-7fg 3-3ft
PG,"Harrison, Andrew",18.25,"$3,500",MEMPHIS GRIZZLIES,@ sas, 90-97,16:07,   8pt 3rb 3as 1st 1to 1trey 3-7fg 1-2ft
SG,"Ginobili, Manu",17.5,"$3,400",SAN ANTONIO SPURS,v mem, 97-90,18:30,   6pt 2rb 3as 2st 1trey 1-7fg 3-3ft
PG/SG,"Rivers, Austin",17.5,"$3,900",LOS ANGELES CLIPPERS,@ dal, 95-97,26:17,   13pt 2rb 1as 1to 2trey 5-10fg 1-2ft
PG,"Johnson, Tyler",16.25,"$5,900",MIAMI HEAT,v tor, 84-101,26:16,   11pt 1rb 1as 1st 1bl 4to 1trey 4-9fg 2-3ft
SG,"Crawford, Jamal",15.5,"$3,800",LOS ANGELES CLIPPERS,@ dal, 95-97,25:44,   9pt 4rb 1as 2to 2trey 3-7fg 1-1ft
SG,"Redick, J.J.^",15.25,"$4,600",LOS ANGELES CLIPPERS,@ dal, 95-97,28:10,   9pt 1rb 2as 1st 1to 1trey 2-9fg 4-4ft
PG/SG,"Baker, Ron^",14.75,"$3,000",NEW YORK KNICKS,@ por, 95-110,24:23,   4pt 1rb 4as 1st 1bl 1to 2-8fg
PG,"Joseph, Cory^",14,"$5,100",TORONTO RAPTORS,@ mia, 101-84,28:53,   7pt 4rb 1as 1st 4to 1trey 3-8fg
PG,"Ferrell, Yogi",13.5,"$4,000",DALLAS MAVERICKS,v lac, 97-95,16:24,   5pt 2rb 1as 2st 1trey 2-4fg
PG/SF,"Felton, Raymond",12.25,"$3,400",LOS ANGELES CLIPPERS,@ dal, 95-97,16:13,   0pt 7rb 3as 2to 0-3fg 0-2ft
SG,"Vujacic, Sasha",10.25,"$3,000",NEW YORK KNICKS,@ por, 95-110,16:00,   9pt 1rb 1to 1trey 3-6fg 2-2ft
PG,"Barea, Jose",10,"$4,500",DALLAS MAVERICKS,v lac, 97-95,12:17,   5pt 3as 1trey 2-5fg
SG,"Green, Danny^",6.5,"$3,600",SAN ANTONIO SPURS,v mem, 97-90,22:01,   4pt 2as 1to 1-3fg 2-3ft
SG,"Eddie, Jarell",6,"$3,000",PHOENIX SUNS,@ bkn, 98-126,9:18,   2pt 2rb 1st 1to 2-2ft
SG,"Daniels, Troy",6,"$3,000",MEMPHIS GRIZZLIES,@ sas, 90-97,19:45,   6pt 2to 2trey 2-4fg
