position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",58.75,"$10,600",OKLAHOMA CITY THUNDER,v dal, 104-89,36,   34pt 5rb 10as 2st 6to 2trey 9-17fg 14-14ft
PG,"Paul, Chris^",54.75,"$9,800",LOS ANGELES CLIPPERS,v sas, 119-115,40,   22pt 5rb 16as 1st 4to 2trey 9-16fg 2-3ft
PG,"Parker, Tony^",50.25,"$4,900",SAN ANTONIO SPURS,@ lac, 115-119,35,   21pt 3rb 13as 2st 1trey 8-17fg 4-4ft
SG,"Crawford, Jamal",41,"$5,400",LOS ANGELES CLIPPERS,v sas, 119-115,31,   26pt 5as 2st 1bl 2to 5trey 8-15fg 5-6ft
SG,"Ellis, Monta^",24.5,"$7,400",DALLAS MAVERICKS,@ okc, 89-104,35,   7pt 4as 6st 2to 1trey 2-13fg 2-2ft
SG,"Redick, J.J.^",23.75,"$3,300",LOS ANGELES CLIPPERS,v sas, 119-115,40,   15pt 5rb 2as 2to 1trey 6-13fg 2-2ft
SG,"Morrow, Anthony",22.5,"$3,000",OKLAHOMA CITY THUNDER,v dal, 104-89,29,   16pt 2rb 2st 2to 2trey 7-13fg 0-0ft
SG,"Roberson, Andre^",19.5,"$3,000",OKLAHOMA CITY THUNDER,v dal, 104-89,15,   4pt 12rb 1as 2to 2-9fg 0-2ft
SG,"Ginobili, Manu",19.25,"$4,600",SAN ANTONIO SPURS,@ lac, 115-119,23,   10pt 1rb 6as 5to 3trey 3-4fg 1-2ft
SG,"Belinelli, Marco",19,"$3,000",SAN ANTONIO SPURS,@ lac, 115-119,24,   11pt 2rb 3as 1to 3trey 4-9fg 0-0ft
PG,"Harris, Devin",18.75,"$4,600",DALLAS MAVERICKS,@ okc, 89-104,18,   13pt 1rb 1as 2st 3to 1trey 5-8fg 2-2ft
SG,"Green, Danny^",16.5,"$4,700",SAN ANTONIO SPURS,@ lac, 115-119,27,   9pt 6rb 1to 1trey 4-6fg 0-0ft
PG,"Rondo, Rajon^",15.5,"$6,600",DALLAS MAVERICKS,@ okc, 89-104,29,   5pt 2rb 6as 2to 2-9fg 1-2ft
