position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Murray, Jamal^",49,"$6,900",DENVER NUGGETS,@ por, 108-119,45:31,   24pt 10rb 5as 1st 3trey 7-20fg 7-8ft
PG,"Lillard, Damian^",45.75,"$8,800",PORTLAND TRAIL BLAZERS,v den, 119-108,36:11,   32pt 3rb 5as 1st 5to 6trey 11-23fg 4-4ft
PG/SG,"McCollum, C.J.^",43,"$6,800",PORTLAND TRAIL BLAZERS,v den, 119-108,42:11,   30pt 6rb 3as 2trey 12-24fg 4-4ft
PG/SF,"Simmons, Ben^",40,"$6,600",PHILADELPHIA 76ERS,v tor, 112-101,33:47,   21pt 8rb 6as 9-13fg 3-6ft
SG,"Harris, Gary^",32.75,"$4,900",DENVER NUGGETS,@ por, 108-119,40:09,   15pt 3rb 5as 3st 2to 3trey 4-11fg 4-4ft
PG,"Lowry, Kyle^",31.25,"$6,500",TORONTO RAPTORS,@ phi, 101-112,38:40,   13pt 5rb 6as 1st 1to 3trey 5-11fg
PG/SG,"VanVleet, Fred",10,"$2,900",TORONTO RAPTORS,@ phi, 101-112,15:44,   1pt 2rb 3as 1st 0-1fg 1-2ft
PG/SG,"McConnell, T.J.",4.75,"$2,500",PHILADELPHIA 76ERS,v tor, 112-101,3:33,   4pt 1rb 1to 2-3fg
SG,"Meeks, Jodie",4,"$2,500",TORONTO RAPTORS,@ phi, 101-112,3:33,   2pt 1st 1-2fg
PG/SG,"Beasley, Malik",3.25,"$3,200",DENVER NUGGETS,@ por, 108-119,9:58,   2pt 1rb 0-8fg 2-2ft
PG/SG,"Curry, Seth",3,"$3,000",PORTLAND TRAIL BLAZERS,v den, 119-108,20:31,   3pt 1to 1trey 1-3fg
PG,"Morris, Monte",0,"$2,600",DENVER NUGGETS,@ por, 108-119,2:29,   0pt 0-1fg
PG/SG,"Simons, Anfernee",0,"$2,500",PORTLAND TRAIL BLAZERS,v den, 119-108,DNP,   
PG/SG,"Lin, Jeremy",0,"$2,500",TORONTO RAPTORS,@ phi, 101-112,DNP,   
PG,"Thomas, Isaiah",0,"$2,500",DENVER NUGGETS,@ por, 108-119,DNP,   
