position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Thompson, Klay^",39,"$7,400",GOLDEN STATE WARRIORS,@ mem, 89-99,37,   20pt 8rb 2as 1st 2bl 3to 3trey 8-13fg 1-4ft
PG,"Teague, Jeff^",38.5,"$7,000",ATLANTA HAWKS,@ was, 101-103,33,   18pt 4rb 7as 3st 2to 5-15fg 8-9ft
PG,"Curry, Stephen^",37.5,"$10,600",GOLDEN STATE WARRIORS,@ mem, 89-99,40,   23pt 2rb 6as 1st 1bl 4to 2trey 8-21fg 5-7ft
SG,"Beal, Bradley^",33.25,"$7,600",WASHINGTON WIZARDS,v atl, 103-101,39,   17pt 3rb 8as 1st 5to 2trey 6-15fg 3-3ft
PG,"Schroder, Dennis",30.5,"$3,700",ATLANTA HAWKS,@ was, 101-103,20,   18pt 2rb 5as 1st 1trey 6-12fg 5-5ft
SG,"Lee, Courtney^",25.25,"$4,800",MEMPHIS GRIZZLIES,v gsw, 99-89,32,   11pt 3rb 4as 2st 1to 2trey 4-9fg 1-1ft
PG,"Sessions, Ramon^",19.75,"$4,600",WASHINGTON WIZARDS,v atl, 103-101,35,   8pt 3rb 6as 3to 1trey 2-10fg 3-4ft
PG,"Conley, Mike^",19,"$5,600",MEMPHIS GRIZZLIES,v gsw, 99-89,32,   11pt 5as 1to 2trey 3-10fg 3-4ft
PG,"Udrih, Beno",16.75,"$3,600",MEMPHIS GRIZZLIES,v gsw, 99-89,16,   7pt 1rb 3as 2st 2-6fg 3-4ft
SG,"Korver, Kyle^",15.5,"$6,500",ATLANTA HAWKS,@ was, 101-103,37,   6pt 4rb 2as 1st 3to 2trey 2-5fg 0-0ft
SG,"Bazemore, Kent",15,"$2,100",ATLANTA HAWKS,@ was, 101-103,17,   7pt 4rb 2as 3-4fg 1-4ft
PG,"Bynum, Will",10.5,"$2,000",WASHINGTON WIZARDS,v atl, 103-101,13,   9pt 1as 1to 1trey 2-6fg 4-5ft
SG,"Carter, Vince",8.5,"$2,600",MEMPHIS GRIZZLIES,v gsw, 99-89,13,   4pt 4rb 1to 2-5fg 0-0ft
SG,"Temple, Garrett",5.75,"$2,000",WASHINGTON WIZARDS,v atl, 103-101,9,   3pt 1rb 1st 1to 0-1fg 3-6ft
PG,"Mack, Shelvin",5.5,"$2,000",ATLANTA HAWKS,@ was, 101-103,7,   2pt 1as 1st 1-2fg 0-0ft
PG,"Livingston, Shaun",3.25,"$2,200",GOLDEN STATE WARRIORS,@ mem, 89-99,9,   2pt 1rb 1-1fg 0-0ft
PG,"Barbosa, Leandro",2,"$2,200",GOLDEN STATE WARRIORS,@ mem, 89-99,11,   0pt 1as 1st 3to 0-0fg 0-0ft
SG,"Jenkins, John",0,"$2,000",ATLANTA HAWKS,@ was, 101-103,1,   0pt 0-0fg 0-0ft
SF,"Porter, Otto",37.25,"$5,400",WASHINGTON WIZARDS,v atl, 103-101,40,   17pt 9rb 4as 1st 2trey 7-15fg 1-2ft
PF,"Randolph, Zach^",37,"$7,300",MEMPHIS GRIZZLIES,v gsw, 99-89,37,   22pt 8rb 3as 1st 3to 9-15fg 4-4ft
PF,"Hilario, Nene^",35.75,"$3,900",WASHINGTON WIZARDS,v atl, 103-101,30,   17pt 7rb 4as 1st 1bl 7-9fg 3-7ft
PF,"Green, Draymond^",30,"$8,200",GOLDEN STATE WARRIORS,@ mem, 89-99,39,   6pt 6rb 7as 3st 1bl 5to 1trey 1-8fg 3-4ft
SF,"Allen, Tony^",24.75,"$5,400",MEMPHIS GRIZZLIES,v gsw, 99-89,33,   8pt 5rb 2as 4st 1bl 5to 4-8fg 0-0ft
SF,"Pierce, Paul^",24.25,"$5,100",WASHINGTON WIZARDS,v atl, 103-101,26,   13pt 7rb 1as 1to 3trey 5-12fg 0-0ft
SF,"Barnes, Harrison^",24,"$4,500",GOLDEN STATE WARRIORS,@ mem, 89-99,41,   16pt 6rb 1as 2to 7-10fg 2-2ft
SF,"Carroll, DeMarre^",22.5,"$7,200",ATLANTA HAWKS,@ was, 101-103,30,   14pt 4rb 2st 1to 5-11fg 4-4ft
SF,"Iguodala, Andre",18.75,"$3,800",GOLDEN STATE WARRIORS,@ mem, 89-99,28,   9pt 5rb 1as 1bl 2-7fg 5-7ft
PF,"Millsap, Paul",16.5,"$8,800",ATLANTA HAWKS,@ was, 101-103,23,   8pt 2rb 2as 1st 1bl 3to 1trey 2-6fg 3-5ft
PF,"Scott, Mike",16,"$2,000",ATLANTA HAWKS,@ was, 101-103,16,   8pt 4rb 1st 2trey 3-5fg 0-0ft
PF,"Gooden, Drew",12.75,"$3,800",WASHINGTON WIZARDS,v atl, 103-101,14,   5pt 5rb 1bl 2to 1trey 2-3fg 0-0ft
PF,"Speights, Marreese",12.25,"$2,900",GOLDEN STATE WARRIORS,@ mem, 89-99,6,   9pt 1rb 1st 3-7fg 3-4ft
SF,"Green, Jeff",10.5,"$4,000",MEMPHIS GRIZZLIES,v gsw, 99-89,26,   7pt 2rb 1as 2to 1trey 3-8fg 0-0ft
C,"Gasol, Marc^",45.75,"$8,000",MEMPHIS GRIZZLIES,v gsw, 99-89,36,   21pt 15rb 2as 1st 1to 6-17fg 9-10ft
C,"Gortat, Marcin^",36.5,"$6,800",WASHINGTON WIZARDS,v atl, 103-101,34,   14pt 8rb 3as 1st 3bl 6-7fg 2-2ft
C,"Horford, Al^",35.5,"$8,100",ATLANTA HAWKS,@ was, 101-103,28,   12pt 10rb 4as 2bl 1to 6-13fg 0-0ft
C,"Koufos, Kosta",19,"$2,000",MEMPHIS GRIZZLIES,v gsw, 99-89,15,   8pt 6rb 1as 1bl 4-4fg 0-0ft
C,"Bogut, Andrew^",17,"$5,500",GOLDEN STATE WARRIORS,@ mem, 89-99,22,   2pt 8rb 2as 1bl 1-4fg 0-0ft
C,"Muscala, Mike",11.25,"$2,000",ATLANTA HAWKS,@ was, 101-103,13,   7pt 3rb 1trey 3-4fg 0-0ft
C,"Ezeli, Festus",6.5,"$2,000",GOLDEN STATE WARRIORS,@ mem, 89-99,9,   2pt 2rb 1bl 1-3fg 0-0ft
C,"Antic, Pero^",2.25,"$2,400",ATLANTA HAWKS,@ was, 101-103,15,   1pt 1rb 0-4fg 1-2ft
