position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",96.5,"$13,100",OKLAHOMA CITY THUNDER,@ hou, 111-115,41:22,   51pt 10rb 13as 4st 1bl 4to 2trey 17-43fg 15-18ft
PG,"Wall, John^",54.75,"$10,300",WASHINGTON WIZARDS,v atl, 109-101,39:17,   32pt 5rb 9as 1st 1bl 4to 2trey 9-20fg 12-15ft
PG/SG,"Harden, James^",52,"$12,000",HOUSTON ROCKETS,v okc, 115-111,37:27,   35pt 4rb 8as 1st 7to 3trey 7-17fg 18-20ft
PG,"Curry, Stephen^",45.5,"$8,600",GOLDEN STATE WARRIORS,v por, 110-81,30:49,   19pt 6rb 6as 4st 1bl 4to 4trey 6-18fg 3-5ft
SG,"Beal, Bradley^",44,"$7,200",WASHINGTON WIZARDS,v atl, 109-101,42:08,   31pt 2rb 3as 3st 4to 4trey 12-27fg 3-6ft
PG,"Schroder, Dennis^",39,"$7,400",ATLANTA HAWKS,@ was, 101-109,38:15,   23pt 4rb 6as 1st 1to 1trey 8-21fg 6-8ft
SG,"Gordon, Eric",32.5,"$4,700",HOUSTON ROCKETS,v okc, 115-111,30:23,   22pt 4rb 2as 1bl 2to 3trey 8-14fg 3-4ft
PG,"Beverley, Patrick^",30.5,"$5,800",HOUSTON ROCKETS,v okc, 115-111,33:37,   15pt 6rb 4as 1st 2to 2trey 6-9fg 1-2ft
SG,"Iguodala, Andre",29.5,"$4,300",GOLDEN STATE WARRIORS,v por, 110-81,27:22,   6pt 10rb 6as 1st 3-7fg
PG/SG,"Williams, Louis",28.75,"$5,200",HOUSTON ROCKETS,v okc, 115-111,21:18,   21pt 1rb 2as 1st 3trey 8-14fg 2-2ft
SG,"Oladipo, Victor^",28.25,"$5,300",OKLAHOMA CITY THUNDER,@ hou, 111-115,41:22,   11pt 9rb 3as 1st 2to 1trey 4-14fg 2-2ft
