position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Russell, D'Angelo^",62.5,"$7,600",BROOKLYN NETS,v phi, 125-127,34:28,   38pt 8rb 8as 1bl 1to 2trey 16-28fg 4-4ft
PG/SG,"Wade, Dwyane",52.75,"$4,600",MIAMI HEAT,@ tor, 115-125,34:06,   35pt 5rb 6as 1bl 3to 4trey 13-22fg 5-7ft
PG/SG,"Booker, Devin^",49,"$8,600",PHOENIX SUNS,@ det, 107-118,37:22,   37pt 4rb 5as 4to 3trey 14-24fg 6-6ft
PG,"Conley, Mike^",49,"$8,100",MEMPHIS GRIZZLIES,v nyk, 98-103,38:40,   23pt 4rb 11as 1st 2trey 8-24fg 5-6ft
PG,"Walker, Kemba^",47.25,"$9,800",CHARLOTTE HORNETS,@ atl, 123-124,33:50,   22pt 5rb 9as 1st 1bl 1to 4trey 7-23fg 4-4ft
PG,"Lillard, Damian^",43.5,"$9,600",PORTLAND TRAIL BLAZERS,v lac, 100-104,41:01,   30pt 6rb 4as 3to 3trey 12-27fg 3-4ft
PG,"Rubio, Ricky^",42.75,"$6,700",UTAH JAZZ,@ sac, 133-112,26:44,   27pt 7rb 5as 3to 2trey 11-16fg 3-4ft
PG/SG,"Dinwiddie, Spencer",42.75,"$5,900",BROOKLYN NETS,v phi, 125-127,28:45,   31pt 3rb 5as 3to 4trey 11-15fg 5-6ft
PG/SF,"Simmons, Ben^",41.25,"$9,200",PHILADELPHIA 76ERS,@ bkn, 127-125,38:14,   13pt 5rb 9as 3st 2bl 3to 5-13fg 3-6ft
PG/SG,"Jackson, Reggie^",39,"$5,200",DETROIT PISTONS,v pho, 118-107,31:16,   19pt 2rb 8as 2st 1to 4trey 6-20fg 3-3ft
PG,"Young, Trae^",33.5,"$6,500",ATLANTA HAWKS,v cha, 124-123,29:48,   18pt 2rb 5as 2st 1bl 5to 4trey 6-18fg 2-2ft
SG,"Monk, Malik",33,"$3,300",CHARLOTTE HORNETS,@ atl, 123-124,23:49,   26pt 2rb 1st 2to 7trey 9-15fg 1-1ft
PG,"Augustin, D.J.^",31.75,"$4,000",ORLANDO MAGIC,@ lal, 108-104,29:03,   12pt 5rb 9as 1to 1trey 5-9fg 1-1ft
PG,"Lowry, Kyle^",31.5,"$8,000",TORONTO RAPTORS,v mia, 125-115,34:39,   12pt 2rb 10as 1to 2trey 5-12fg
PG/SG,"McCollum, C.J.^",31.25,"$6,900",PORTLAND TRAIL BLAZERS,v lac, 100-104,36:14,   18pt 9rb 1as 1to 2trey 8-21fg
PG,"Mudiay, Emmanuel^",30,"$4,400",NEW YORK KNICKS,@ mem, 103-98,23:28,   17pt 2rb 4as 1st 1bl 1to 2trey 5-12fg 5-5ft
PG/SG,"Burke, Trey",29.25,"$4,700",NEW YORK KNICKS,@ mem, 103-98,29:17,   15pt 3rb 3as 2st 1bl 1to 1trey 3-15fg 8-8ft
PG,"Fox, De'Aaron^",27,"$7,700",SACRAMENTO KINGS,v uta, 112-133,25:50,   13pt 2rb 3as 3st 1bl 3to 1trey 5-11fg 2-5ft
PG,"Ball, Lonzo^",26.5,"$5,500",LOS ANGELES LAKERS,v orl, 104-108,28:34,   9pt 10rb 2as 1bl 1to 1trey 4-9fg
