position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Harden, James^",56,"$10,800",HOUSTON ROCKETS,@ uta, 113-92,30:29,   25pt 4rb 12as 2st 1bl 1to 2trey 8-17fg 7-7ft
PG,"Rondo, Rajon^",49.5,"$7,300",NEW ORLEANS PELICANS,v gsw, 119-100,37:14,   4pt 10rb 21as 1st 4to 2-11fg
PG/SG,"Holiday, Jrue^",45.75,"$7,600",NEW ORLEANS PELICANS,v gsw, 119-100,35:37,   21pt 7rb 5as 2st 2bl 2to 3trey 8-14fg 2-4ft
PG/SG,"Curry, Stephen^",41.5,"$8,700",GOLDEN STATE WARRIORS,@ nor, 100-119,28:33,   19pt 6rb 2as 4st 2bl 3to 3trey 6-19fg 4-4ft
SG,"Thompson, Klay^",37.25,"$5,900",GOLDEN STATE WARRIORS,@ nor, 100-119,36:22,   26pt 7rb 1as 1to 3trey 9-22fg 5-5ft
PG,"Paul, Chris^",35.25,"$7,400",HOUSTON ROCKETS,@ uta, 113-92,30:51,   15pt 7rb 6as 1st 1trey 6-17fg 2-2ft
PG/SG,"Gordon, Eric",31.5,"$4,400",HOUSTON ROCKETS,@ uta, 113-92,30:52,   25pt 2rb 1st 4trey 8-13fg 5-5ft
PG/SG,"Clark, Ian",24.25,"$3,000",NEW ORLEANS PELICANS,v gsw, 119-100,21:32,   18pt 1rb 1as 1bl 3trey 7-11fg 1-1ft
PG/SG,"Burks, Alec",21.5,"$4,200",UTAH JAZZ,v hou, 92-113,17:32,   14pt 4rb 1as 1to 3trey 5-11fg 1-1ft
PG,"Neto, Raul",21.25,"$2,500",UTAH JAZZ,v hou, 92-113,16:55,   8pt 3rb 4as 2st 1to 2-4fg 4-4ft
PG/SG,"Mitchell, Donovan^",15.25,"$8,300",UTAH JAZZ,v hou, 92-113,30:54,   10pt 1rb 3as 3to 2trey 4-16fg
PG/SF,"Iguodala, Andre",12,"$4,500",GOLDEN STATE WARRIORS,@ nor, 100-119,27:41,   4pt 2rb 1as 2st 2-4fg
PG/SG,"Exum, Dante",11.25,"$3,300",UTAH JAZZ,v hou, 92-113,14:29,   6pt 3rb 1bl 1to 3-7fg
PG/SG,"Livingston, Shaun",8.5,"$3,000",GOLDEN STATE WARRIORS,@ nor, 100-119,16:49,   2pt 3as 1bl 1-5fg
SG,"Young, Nick",4.5,"$2,600",GOLDEN STATE WARRIORS,@ nor, 100-119,4:59,   2pt 2rb 0-2fg 2-3ft
PG,"Stockton, David",3.25,"$2,500",UTAH JAZZ,v hou, 92-113,4:17,   2pt 1rb 1-3fg
PG/SG,"Cook, Quinn",2,"$2,900",GOLDEN STATE WARRIORS,@ nor, 100-119,4:59,   2pt 1-5fg
PG/SG,"Jackson, Frank",0,"$2,500",NEW ORLEANS PELICANS,v gsw, 119-100,DNP,   
PG/SG,"Jackson, Aaron",0,"$2,500",HOUSTON ROCKETS,@ uta, 113-92,DNP,   
PG/SG,"Crawford, Jordan",0,"$2,600",NEW ORLEANS PELICANS,v gsw, 119-100,DNP,   
PG,"Rubio, Ricky",0,"$5,600",UTAH JAZZ,v hou, 92-113,NA,   
PF,"Mirotic, Nikola^",38.75,"$6,200",NEW ORLEANS PELICANS,v gsw, 119-100,33:31,   16pt 13rb 3as 2to 3trey 6-12fg 1-1ft
SF/PF,"Durant, Kevin^",34.25,"$9,300",GOLDEN STATE WARRIORS,@ nor, 100-119,35:15,   22pt 3rb 3as 2st 1to 1trey 8-18fg 5-6ft
SF,"O'Neale, Royce^",24.75,"$3,500",UTAH JAZZ,v hou, 92-113,29:25,   17pt 5rb 1as 3to 3trey 7-10fg
SF/PF,"Ariza, Trevor^",22.75,"$4,000",HOUSTON ROCKETS,@ uta, 113-92,27:32,   11pt 3rb 2as 1st 1bl 2trey 4-8fg 1-2ft
SF/PF,"Crowder, Jae",18.25,"$4,700",UTAH JAZZ,v hou, 92-113,24:39,   7pt 5rb 3as 1trey 1-6fg 4-6ft
