position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Paul, Chris^",55.5,"$10,300",LOS ANGELES CLIPPERS,@ okc, 120-108,37,   33pt 4rb 9as 2st 5to 5trey 11-19fg 6-7ft
SG,"Redick, J.J.^",48.75,"$5,700",LOS ANGELES CLIPPERS,@ okc, 120-108,35,   25pt 5rb 7as 3st 1to 3trey 6-14fg 10-10ft
SG,"Wade, Dwyane^",48.25,"$7,200",MIAMI HEAT,v bkn, 104-98,34,   28pt 3rb 9as 2st 2to 10-25fg 8-11ft
SG,"Middleton, Khris^",46.75,"$6,300",MILWAUKEE BUCKS,v orl, 97-91,42,   30pt 3rb 5as 2st 1to 4trey 12-17fg 2-2ft
PG,"Westbrook, Russell^",46.25,"$12,500",OKLAHOMA CITY THUNDER,v lac, 108-120,36,   24pt 9rb 7as 2st 10to 3trey 5-14fg 11-13ft
PG,"Brooks, Aaron^",44.5,"$4,800",CHICAGO BULLS,@ phi, 104-95,37,   31pt 4rb 5as 1to 3trey 12-20fg 4-6ft
SG,"Henderson, Gerald^",42,"$5,000",CHARLOTTE HORNETS,v sac, 106-113,34,   17pt 6rb 11as 1to 7-16fg 3-4ft
SG,"Morrow, Anthony",40.25,"$3,100",OKLAHOMA CITY THUNDER,v lac, 108-120,36,   26pt 3rb 1as 3st 6trey 8-12fg 4-4ft
SG,"Thompson, Klay^",38.5,"$7,100",GOLDEN STATE WARRIORS,v det, 105-98,35,   27pt 2rb 3as 1st 1bl 2to 3trey 11-19fg 2-2ft
PG,"Carter-Williams, Michael^",36.75,"$6,500",MILWAUKEE BUCKS,v orl, 97-91,34,   11pt 9rb 6as 2st 2bl 5to 4-13fg 3-4ft
PG,"Williams, Maurice^",36,"$7,600",CHARLOTTE HORNETS,v sac, 106-113,38,   20pt 2rb 8as 1bl 2to 1trey 8-20fg 3-3ft
SG,"McLemore, Ben^",35.5,"$4,000",SACRAMENTO KINGS,@ cha, 113-106,41,   27pt 2rb 2as 1st 1to 3trey 10-16fg 4-4ft
SG,"Barton, Will",35.5,"$4,200",DENVER NUGGETS,v atl, 115-102,33,   16pt 6rb 5as 1st 2bl 4to 1trey 5-14fg 5-6ft
PG,"Smith, Ishmael^",35.5,"$3,900",PHILADELPHIA 76ERS,v chi, 95-104,37,   23pt 2rb 6as 1to 3trey 9-21fg 2-2ft
SG,"Bledsoe, Eric^",34.5,"$7,600",PHOENIX SUNS,v min, 106-97,34,   18pt 2rb 9as 1st 5to 2trey 7-14fg 2-2ft
SG,"Harden, James^",33.5,"$10,800",HOUSTON ROCKETS,@ por, 100-105,38,   18pt 2rb 6as 3st 4to 7-19fg 4-5ft
SG,"Brewer, Corey",33,"$4,100",HOUSTON ROCKETS,@ por, 100-105,25,   23pt 2rb 2as 2st 2to 3trey 9-16fg 2-5ft
PG,"Curry, Stephen^",32.75,"$9,800",GOLDEN STATE WARRIORS,v det, 105-98,34,   9pt 5rb 11as 1st 3to 1trey 4-15fg 0-0ft
PG,"Williams, Deron^",31.5,"$5,800",BROOKLYN NETS,@ mia, 98-104,32,   18pt 4rb 4as 2st 6to 3trey 6-10fg 3-3ft
PG,"Lillard, Damian^",31.25,"$8,200",PORTLAND TRAIL BLAZERS,v hou, 105-100,35,   14pt 5rb 8as 3to 1trey 5-16fg 3-4ft
SG,"Oladipo, Victor^",30.75,"$8,400",ORLANDO MAGIC,@ mil, 91-97,39,   14pt 1rb 6as 3st 1to 2trey 4-17fg 4-4ft
SG,"Bradley, Avery^",29.75,"$5,200",BOSTON CELTICS,v mem, 95-92,34,   17pt 5rb 2as 2st 2to 1trey 8-17fg 0-0ft
SG,"Walker, Henry^",29,"$3,300",MIAMI HEAT,v bkn, 104-98,31,   9pt 6rb 2as 4st 3trey 3-6fg 0-0ft
PG,"Conley, Mike^",28.25,"$6,100",MEMPHIS GRIZZLIES,@ bos, 92-95,33,   20pt 1rb 3as 2st 5to 2trey 9-12fg 0-0ft
PG,"Jackson, Reggie^",28,"$7,000",DETROIT PISTONS,@ gsw, 98-105,31,   14pt 2rb 9as 4to 7-15fg 0-0ft
PG,"Jack, Jarrett",27.5,"$4,200",BROOKLYN NETS,@ mia, 98-104,22,   18pt 4rb 4as 4to 1trey 5-8fg 7-8ft
SG,"Korver, Kyle^",27.25,"$4,900",ATLANTA HAWKS,@ den, 102-115,26,   18pt 3rb 1st 1bl 2to 5trey 6-8fg 1-1ft
PG,"Dragic, Goran^",26.75,"$6,500",MIAMI HEAT,v bkn, 104-98,35,   17pt 1rb 3as 2st 1to 1trey 5-9fg 6-9ft
PG,"Payton, Elfrid^",26.5,"$6,000",ORLANDO MAGIC,@ mil, 91-97,35,   14pt 2rb 5as 2st 3to 6-12fg 2-2ft
PG,"Canaan, Isaiah",24.75,"$4,900",PHILADELPHIA 76ERS,v chi, 95-104,30,   20pt 3rb 2to 4trey 7-15fg 2-2ft
PG,"Lawson, Ty^",24.5,"$6,900",DENVER NUGGETS,v atl, 115-102,27,   5pt 4rb 9as 1st 2to 1-6fg 3-3ft
PG,"McCallum, Ray^",24.5,"$4,200",SACRAMENTO KINGS,@ cha, 113-106,25,   6pt 4rb 9as 1-7fg 4-5ft
SG,"Caldwell-Pope, Kentavious^",24.5,"$4,100",DETROIT PISTONS,@ gsw, 98-105,36,   13pt 2rb 3as 2st 1trey 6-15fg 0-0ft
PG,"Beverley, Patrick^",23.5,"$4,200",HOUSTON ROCKETS,@ por, 100-105,35,   5pt 8rb 4as 1bl 1trey 2-12fg 0-0ft
