position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Teague, Jeff^",40.5,"$6,900",ATLANTA HAWKS,@ nyk, 112-101,29:45,   23pt 4rb 8as 1st 3to 7-12fg 9-10ft
PG,"Conley, Mike^",37,"$6,800",MEMPHIS GRIZZLIES,@ ind, 112-103,30:16,   13pt 4rb 10as 2st 4to 1trey 5-11fg 2-2ft
PG,"Hill, George^",30.75,"$6,000",INDIANA PACERS,v mem, 103-112,38:46,   20pt 3rb 4as 1st 5to 3trey 6-15fg 5-6ft
SG,"Korver, Kyle^",29.75,"$4,900",ATLANTA HAWKS,@ nyk, 112-101,32:15,   15pt 7rb 2as 1st 1to 3trey 6-8fg
SG,"Jenkins, John^",28,"$3,000",DALLAS MAVERICKS,@ lac, 88-104,35:18,   17pt 6rb 3as 2to 8-16fg 1-1ft
PG,"Barea, Jose",26.75,"$3,300",DALLAS MAVERICKS,@ lac, 88-104,21:11,   12pt 1rb 9as 2to 2trey 4-10fg 2-2ft
PG,"Udrih, Beno",26.5,"$3,200",MEMPHIS GRIZZLIES,@ ind, 112-103,17:48,   13pt 2rb 6as 1st 1to 1trey 5-6fg 2-2ft
SG,"Miles, C.J.",25.25,"$3,600",INDIANA PACERS,v mem, 103-112,20:46,   18pt 1rb 2as 1st 2to 4trey 6-8fg 2-3ft
SG,"Stuckey, Rodney",24,"$4,000",INDIANA PACERS,v mem, 103-112,25:31,   9pt 4rb 5as 1st 1bl 3to 4-6fg 1-2ft
PG,"Harris, Devin",23.5,"$4,000",DALLAS MAVERICKS,@ lac, 88-104,23:11,   12pt 6rb 2as 2trey 4-10fg 2-3ft
PG,"Grant, Jerian",22.75,"$3,600",NEW YORK KNICKS,v atl, 101-112,28:45,   5pt 7rb 7as 3to 2-4fg 1-2ft
PG,"Paul, Chris^",22.75,"$9,600",LOS ANGELES CLIPPERS,v dal, 104-88,24:23,   9pt 3rb 5as 1st 1trey 3-8fg 2-2ft
SG,"Crawford, Jamal",21.5,"$4,500",LOS ANGELES CLIPPERS,v dal, 104-88,17:24,   15pt 2rb 2as 2trey 6-11fg 1-1ft
SG,"Rivers, Austin",21,"$3,000",LOS ANGELES CLIPPERS,v dal, 104-88,24:29,   14pt 2rb 1as 1st 2trey 5-10fg 2-4ft
SG,"Galloway, Langston",20.5,"$4,200",NEW YORK KNICKS,v atl, 101-112,25:18,   8pt 4rb 3as 1st 2trey 2-4fg 2-2ft
SG,"Redick, J.J.^",19.25,"$5,100",LOS ANGELES CLIPPERS,v dal, 104-88,23:52,   12pt 1rb 2as 1st 2trey 4-9fg 2-2ft
SG,"Bazemore, Kent^",17.75,"$3,300",ATLANTA HAWKS,@ nyk, 112-101,25:10,   5pt 1rb 5as 2st 1to 1trey 2-6fg
PG,"Schroder, Dennis",17.25,"$4,700",ATLANTA HAWKS,@ nyk, 112-101,18:15,   13pt 1rb 2as 1to 1trey 6-11fg
