position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Harden, James^",71.5,"$12,400",HOUSTON ROCKETS,v atl, 108-113,38:35,   41pt 8rb 8as 4st 4to 5trey 10-23fg 16-21ft
PG,"Wall, John^",62.75,"$10,400",WASHINGTON WIZARDS,v lal, 116-108,40:35,   33pt 3rb 11as 3st 1bl 3to 3trey 11-23fg 8-10ft
PG,"Curry, Stephen^",56.25,"$8,700",GOLDEN STATE WARRIORS,@ lac, 133-120,37:26,   29pt 3rb 11as 3st 4to 3trey 11-23fg 4-4ft
PG,"Russell, D'Angelo^",48.25,"$5,700",LOS ANGELES LAKERS,@ was, 108-116,31:25,   17pt 7rb 11as 2st 1bl 7to 4trey 5-15fg 3-6ft
PG/SG,"Hardaway Jr., Tim^",47.5,"$4,200",ATLANTA HAWKS,@ hou, 113-108,33:09,   33pt 6rb 3as 1bl 3to 4trey 12-18fg 5-7ft
SG,"Beal, Bradley^",38.25,"$7,000",WASHINGTON WIZARDS,v lal, 116-108,33:46,   23pt 1rb 4as 2st 1bl 1to 5trey 9-17fg
SG,"Thompson, Klay^",33.25,"$6,700",GOLDEN STATE WARRIORS,@ lac, 133-120,32:38,   21pt 7rb 2as 2to 3trey 9-19fg
PG/SG,"Rivers, Austin^",33,"$6,400",LOS ANGELES CLIPPERS,v gsw, 120-133,36:01,   18pt 4rb 6as 1bl 2to 7-15fg 4-6ft
SG,"Crawford, Jamal",32,"$4,400",LOS ANGELES CLIPPERS,v gsw, 120-133,34:04,   21pt 2rb 4as 1bl 4to 5trey 7-11fg 2-3ft
SG,"Redick, J.J.^",31,"$5,200",LOS ANGELES CLIPPERS,v gsw, 120-133,37:16,   17pt 2rb 3as 2st 1bl 2to 4trey 6-14fg 1-1ft
PG,"McConnell, T.J.^",25.25,"$5,600",PHILADELPHIA 76ERS,@ sas, 86-102,31:32,   4pt 5rb 7as 2st 1bl 3to 2-5fg
