position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Lillard, Damian^",59.25,"$8,500",PORTLAND TRAIL BLAZERS,v uta, 113-104,35:25,   39pt 9rb 6as 4to 4trey 13-20fg 9-9ft
PG,"Irving, Kyrie^",43.5,"$8,000",CLEVELAND CAVALIERS,v nyk, 117-88,29:48,   29pt 2rb 4as 2st 4trey 12-22fg 1-1ft
SG,"Hood, Rodney^",37.5,"$6,000",UTAH JAZZ,@ por, 104-113,37:39,   26pt 2rb 1as 2st 1bl 3trey 9-17fg 5-5ft
PG,"Hill, George^",36.5,"$5,300",UTAH JAZZ,@ por, 104-113,38:45,   19pt 2rb 6as 2st 1bl 1to 1trey 7-18fg 4-4ft
PG,"Curry, Stephen^",35.25,"$9,600",GOLDEN STATE WARRIORS,v sas, 100-129,34:06,   26pt 3rb 4as 4to 3trey 9-18fg 5-6ft
PG/SG,"McCollum, C.J.^",33.5,"$6,300",PORTLAND TRAIL BLAZERS,v uta, 113-104,34:36,   25pt 2rb 3as 1st 3to 2trey 8-16fg 7-7ft
SG,"Simmons, Jonathon",32,"$3,000",SAN ANTONIO SPURS,@ gsw, 129-100,28:10,   20pt 4rb 3as 1bl 2to 3trey 8-14fg 1-3ft
PG,"Mills, Patty",29.25,"$3,600",SAN ANTONIO SPURS,@ gsw, 129-100,17:51,   11pt 1rb 5as 4st 3trey 4-9fg
PG,"Rose, Derrick^",22.75,"$5,800",NEW YORK KNICKS,@ cle, 88-117,29:35,   17pt 3rb 1as 1bl 4to 1trey 7-17fg 2-2ft
SG,"Ginobili, Manu",22.25,"$3,900",SAN ANTONIO SPURS,@ gsw, 129-100,20:52,   10pt 5rb 2as 1st 2trey 4-10fg
PG,"Parker, Tony^",18.25,"$4,600",SAN ANTONIO SPURS,@ gsw, 129-100,26:28,   9pt 3rb 4as 2to 1trey 4-9fg
PG,"Jennings, Brandon",17.75,"$4,500",NEW YORK KNICKS,@ cle, 88-117,21:14,   7pt 3rb 5as 1to 1-7fg 5-6ft
SG,"Smith, J.R.^",17.75,"$4,100",CLEVELAND CAVALIERS,v nyk, 117-88,25:14,   8pt 3rb 2as 1st 2trey 3-13fg
PG,"Mack, Shelvin",15.25,"$3,000",UTAH JAZZ,@ por, 104-113,14:48,   4pt 1rb 4as 2st 2-5fg
SG,"Thompson, Klay^",15.25,"$6,500",GOLDEN STATE WARRIORS,v sas, 100-129,33:21,   11pt 1rb 2as 1to 1trey 5-13fg
SG,"Liggins, DeAndre",13.75,"$3,000",CLEVELAND CAVALIERS,v nyk, 117-88,12:00,   4pt 3rb 3as 1bl 1to 2-3fg
PG/SG,"Clark, Ian",10,"$3,000",GOLDEN STATE WARRIORS,v sas, 100-129,13:22,   5pt 2as 1bl 2-8fg 1-2ft
SG,"Shumpert, Iman",10,"$3,100",CLEVELAND CAVALIERS,v nyk, 117-88,13:51,   2pt 2rb 3as 1bl 2to 1-3fg
PG,"Exum, Dante",7.5,"$3,400",UTAH JAZZ,@ por, 104-113,8:20,   5pt 2rb 2-4fg 1-1ft
SG,"Baker, Ron",6.75,"$3,000",NEW YORK KNICKS,@ cle, 88-117,6:44,   5pt 1rb 1trey 2-3fg
PG,"Livingston, Shaun",6,"$3,000",GOLDEN STATE WARRIORS,v sas, 100-129,12:54,   2pt 2rb 1st 1to 1-3fg
SG,"Jones, James",5.5,"$3,000",CLEVELAND CAVALIERS,v nyk, 117-88,5:30,   5pt 1trey 1-2fg 2-2ft
SG,"Lee, Courtney^",4.75,"$3,700",NEW YORK KNICKS,@ cle, 88-117,19:37,   0pt 3rb 1bl 2to 0-5fg
PG,"Laprovittola, Nicolas",2.5,"$3,000",SAN ANTONIO SPURS,@ gsw, 129-100,3:41,   0pt 2as 1to
PG,"McRae, Jordan",2,"$3,400",CLEVELAND CAVALIERS,v nyk, 117-88,5:50,   2pt 1-4fg
SG,"Vujacic, Sasha",2,"$3,000",NEW YORK KNICKS,@ cle, 88-117,3:18,   1pt 1as 1to 0-1fg 1-2ft
PG,"Forbes, Bryn",0,"$3,000",SAN ANTONIO SPURS,@ gsw, 129-100,3:41,   0pt
PG,"Napier, Shabazz",0,"$3,000",PORTLAND TRAIL BLAZERS,v uta, 113-104,DNP,   
PG,"Neto, Raul",0,"$3,000",UTAH JAZZ,@ por, 104-113,DNP,   
SG,"Green, Danny",0,"$4,200",SAN ANTONIO SPURS,@ gsw, 129-100,NA,   
SG,"Burks, Alec",0,"$3,300",UTAH JAZZ,@ por, 104-113,NA,   
PG,"Quarterman, Tim",0,"$3,000",PORTLAND TRAIL BLAZERS,v uta, 113-104,NA,   
PG,"Murray, Dejounte",0,"$3,000",SAN ANTONIO SPURS,@ gsw, 129-100,NA,   
PG,"Felder, Kay",0,"$3,100",CLEVELAND CAVALIERS,v nyk, 117-88,NA,   
PG,"Williams, Maurice",0,"$3,000",CLEVELAND CAVALIERS,v nyk, 117-88,NA,   
SF/PF,"James, LeBron^",58.25,"$9,000",CLEVELAND CAVALIERS,v nyk, 117-88,32:23,   19pt 11rb 14as 1bl 4to 9-14fg 1-2ft
SF/PF,"Durant, Kevin^",55.5,"$9,400",GOLDEN STATE WARRIORS,v sas, 100-129,36:36,   27pt 10rb 4as 2st 2bl 1trey 11-18fg 4-5ft
SF,"Leonard, Kawhi^",54.75,"$7,800",SAN ANTONIO SPURS,@ gsw, 129-100,32:03,   35pt 5rb 3as 5st 2to 10-21fg 15-15ft
SG/SF,"Johnson, Joe^",41,"$4,300",UTAH JAZZ,@ por, 104-113,30:30,   29pt 4rb 3as 1st 2to 3trey 12-16fg 2-2ft
PF,"Porzingis, Kristaps^",31.25,"$7,400",NEW YORK KNICKS,@ cle, 88-117,32:48,   16pt 7rb 1st 2bl 2to 3trey 5-13fg 3-6ft
SF,"Anthony, Carmelo^",30.25,"$7,600",NEW YORK KNICKS,@ cle, 88-117,30:05,   19pt 5rb 3as 1st 4to 1trey 8-18fg 2-2ft
