position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Curry, Stephen^",60.5,"$9,500",GOLDEN STATE WARRIORS,@ pho, 98-80,36,   36pt 6rb 5as 4st 4to 7trey 14-24fg 1-2ft
PG,"Teague, Jeff^",48.75,"$6,600",ATLANTA HAWKS,v sac, 130-105,29,   18pt 5rb 13as 2st 3to 2trey 7-11fg 2-3ft
PG,"Wall, John^",41.75,"$8,500",WASHINGTON WIZARDS,@ cha, 95-69,29,   15pt 5rb 9as 3st 1bl 3to 1trey 7-11fg 0-0ft
SG,"Wade, Dwyane^",41,"$7,200",MIAMI HEAT,v bos, 90-100,35,   34pt 4rb 2as 4to 2trey 13-23fg 6-7ft
PG,"Conley, Mike^",40.25,"$5,900",MEMPHIS GRIZZLIES,@ chi, 101-91,31,   9pt 5rb 9as 5st 1bl 1to 3-13fg 3-3ft
PG,"Carter-Williams, Michael^",39.25,"$6,500",MILWAUKEE BUCKS,v nor, 103-114,32,   25pt 1rb 7as 2st 3to 8-17fg 9-10ft
SG,"Thompson, Klay^",35,"$7,000",GOLDEN STATE WARRIORS,@ pho, 98-80,31,   25pt 2rb 3as 1bl 2to 4trey 8-19fg 5-5ft
SG,"Redick, J.J.^",33.25,"$5,100",LOS ANGELES CLIPPERS,v min, 89-76,39,   26pt 5rb 1to 3trey 10-19fg 3-3ft
PG,"Thomas, Isaiah",32.25,"$6,300",BOSTON CELTICS,@ mia, 100-90,31,   25pt 1rb 4as 3to 3trey 7-17fg 8-8ft
PG,"Rivers, Austin",32,"$3,000",LOS ANGELES CLIPPERS,v min, 89-76,22,   13pt 4rb 6as 2st 2trey 5-8fg 1-1ft
PG,"Williams, Maurice^",30.5,"$7,500",CHARLOTTE HORNETS,v was, 69-95,33,   19pt 7as 1st 3to 1trey 6-18fg 6-7ft
PG,"Schroder, Dennis",30.5,"$4,900",ATLANTA HAWKS,v sac, 130-105,19,   12pt 2rb 8as 2st 2to 2trey 4-9fg 2-2ft
PG,"Paul, Chris^",29.5,"$10,600",LOS ANGELES CLIPPERS,v min, 89-76,30,   2pt 4rb 15as 1st 4to 1-6fg 0-0ft
PG,"McCallum, Ray^",29.25,"$3,900",SACRAMENTO KINGS,@ atl, 105-130,29,   15pt 3rb 5as 2st 3to 1trey 6-10fg 2-2ft
PG,"Evans, Tyreke^",28.75,"$7,300",NEW ORLEANS PELICANS,@ mil, 114-103,27,   13pt 3rb 6as 1st 1bl 3to 1trey 6-10fg 0-0ft
SG,"Barton, Will",28,"$4,200",DENVER NUGGETS,v nyk, 106-78,27,   17pt 4rb 3as 1st 1to 6-13fg 5-5ft
SG,"Bledsoe, Eric^",28,"$7,900",PHOENIX SUNS,v gsw, 80-98,36,   19pt 2rb 3as 2st 6to 2trey 6-11fg 5-6ft
SG,"Gordon, Eric^",27.75,"$5,300",NEW ORLEANS PELICANS,@ mil, 114-103,30,   16pt 3rb 3as 2st 4to 3trey 6-11fg 1-2ft
PG,"Rubio, Ricky^",27,"$8,300",MINNESOTA TIMBERWOLVES,@ lac, 76-89,34,   2pt 2rb 12as 3st 3to 1-8fg 0-1ft
PG,"Brooks, Aaron^",26.5,"$4,900",CHICAGO BULLS,v mem, 91-101,32,   15pt 4rb 4as 1st 4to 1trey 6-14fg 2-2ft
SG,"Korver, Kyle^",26.5,"$5,100",ATLANTA HAWKS,v sac, 130-105,31,   20pt 2rb 1as 1to 6trey 7-9fg 0-1ft
SG,"Beal, Bradley^",25.75,"$5,800",WASHINGTON WIZARDS,@ cha, 95-69,31,   14pt 5rb 3as 1st 2to 7-16fg 0-0ft
PG,"Chalmers, Mario^",25.25,"$4,200",MIAMI HEAT,v bos, 90-100,34,   12pt 3rb 4as 2st 2to 1trey 2-3fg 7-9ft
PG,"Lawson, Ty^",24.75,"$7,000",DENVER NUGGETS,v nyk, 106-78,25,   14pt 1rb 6as 1trey 3-6fg 7-9ft
PG,"Galloway, Langston^",24.75,"$4,400",NEW YORK KNICKS,@ den, 78-106,31,   14pt 3rb 4as 1bl 2to 7-9fg 0-1ft
SG,"Middleton, Khris^",23.5,"$6,000",MILWAUKEE BUCKS,v nor, 103-114,40,   17pt 2rb 2as 1st 4to 2trey 6-11fg 3-4ft
