position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Harden, James^",73,"$11,500",HOUSTON ROCKETS,v lac, 118-128,41:25,   51pt 4rb 8as 3st 8to 6trey 15-28fg 15-16ft
PG,"Westbrook, Russell^",67.75,"$11,400",OKLAHOMA CITY THUNDER,v atl, 120-117,35:32,   30pt 7rb 15as 2st 1bl 3to 1trey 12-17fg 5-5ft
PG/SG,"Bledsoe, Eric^",55.25,"$6,700",MILWAUKEE BUCKS,v cha, 109-104,35:54,   24pt 5rb 10as 2st 3bl 4to 1trey 8-16fg 7-10ft
PG/SG,"Williams, Louis",54,"$7,200",LOS ANGELES CLIPPERS,@ hou, 128-118,38:39,   32pt 2rb 7as 3st 1to 7trey 10-21fg 5-6ft
PG/SG,"Rivers, Austin^",54,"$5,600",LOS ANGELES CLIPPERS,@ hou, 128-118,39:17,   36pt 2rb 7as 1st 1bl 4to 6trey 11-25fg 8-11ft
PG,"Walker, Kemba^",47,"$6,800",CHARLOTTE HORNETS,@ mil, 104-109,31:54,   32pt 4rb 2as 2st 1bl 2to 4trey 13-21fg 2-3ft
SG,"Belinelli, Marco^",40.75,"$3,700",ATLANTA HAWKS,@ okc, 117-120,32:35,   27pt 1rb 5as 1st 1bl 3to 5trey 10-18fg 2-2ft
PG,"Ball, Lonzo^",39.75,"$7,000",LOS ANGELES LAKERS,@ gsw, 106-113,37:01,   24pt 5rb 5as 1bl 5to 5trey 9-16fg 1-4ft
PG/SG,"Holiday, Jrue^",38,"$7,300",NEW ORLEANS PELICANS,@ orl, 111-97,29:58,   24pt 2rb 2as 3st 1bl 2to 3trey 10-15fg 1-2ft
SG,"Gordon, Eric^",38,"$5,900",HOUSTON ROCKETS,v lac, 118-128,39:59,   28pt 4rb 2as 2to 6trey 9-20fg 4-6ft
PG/SG,"Delaney, Malcolm",35,"$3,400",ATLANTA HAWKS,@ okc, 117-120,26:38,   20pt 2rb 6as 1st 1to 4trey 7-10fg 2-2ft
PG/SG,"Ferrell, Yogi",34.5,"$4,800",DALLAS MAVERICKS,@ mia, 101-113,32:51,   23pt 2rb 2as 2st 1to 5trey 9-13fg
PG/SG,"Johnson, Tyler^",33.25,"$5,400",MIAMI HEAT,v dal, 113-101,38:39,   19pt 7rb 4as 3to 2trey 8-12fg 1-2ft
PG/SG,"Napier, Shabazz",33,"$4,300",PORTLAND TRAIL BLAZERS,v den, 85-102,37:04,   14pt 4rb 5as 3st 1trey 6-15fg 1-2ft
PG/SG,"Brogdon, Malcolm",32,"$4,700",MILWAUKEE BUCKS,v cha, 109-104,30:35,   14pt 6rb 4as 1st 1bl 1to 2trey 5-11fg 2-2ft
PG,"Payton, Elfrid^",31.25,"$5,600",ORLANDO MAGIC,v nor, 97-111,28:40,   18pt 5rb 6as 4to 8-13fg 2-4ft
SG,"Harris, Gary^",29.5,"$6,200",DENVER NUGGETS,@ por, 102-85,38:07,   17pt 2rb 2as 3st 1bl 2to 7-12fg 3-4ft
SG,"Caldwell-Pope, Kentavious^",28.75,"$5,800",LOS ANGELES LAKERS,@ gsw, 106-113,34:07,   10pt 5rb 4as 3st 1trey 4-16fg 1-2ft
PG/SG,"Dinwiddie, Spencer^",28,"$6,400",BROOKLYN NETS,v was, 119-84,22:24,   15pt 2rb 4as 1st 1bl 3to 4trey 5-7fg 1-1ft
PG,"Jackson, Reggie^",26,"$5,500",DETROIT PISTONS,v nyk, 104-101,28:18,   10pt 4rb 8as 2to 3-12fg 4-5ft
PG,"Evans, Jawun",25.25,"$3,500",LOS ANGELES CLIPPERS,@ hou, 128-118,26:17,   15pt 1rb 4as 1st 1to 3trey 5-13fg 2-2ft
SG,"Thompson, Klay^",24.75,"$7,200",GOLDEN STATE WARRIORS,v lal, 113-106,34:21,   16pt 1rb 1as 1st 2bl 2to 2trey 7-18fg
PG/SG,"Barea, Jose",24.75,"$5,000",DALLAS MAVERICKS,@ mia, 101-113,25:30,   8pt 3rb 8as 2trey 3-8fg
PG/SG,"McCollum, C.J.^",22.75,"$7,000",PORTLAND TRAIL BLAZERS,v den, 85-102,33:46,   15pt 3rb 3as 2to 1trey 7-18fg
PG,"Smith, Ishmael",22,"$3,800",DETROIT PISTONS,v nyk, 104-101,19:42,   10pt 4rb 4as 1st 2to 5-10fg
SG,"Hezonja, Mario",22,"$4,700",ORLANDO MAGIC,v nor, 97-111,20:27,   11pt 4rb 1as 2st 1trey 4-10fg 2-2ft
