position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Williams, Louis",61,"$6,800",LOS ANGELES CLIPPERS,@ gsw, 135-131,32:38,   36pt 2rb 11as 2st 1bl 5to 2trey 13-22fg 8-10ft
PG/SF,"Simmons, Ben^",55.5,"$7,300",PHILADELPHIA 76ERS,v bkn, 145-123,29:48,   18pt 10rb 12as 2st 3to 8-12fg 2-4ft
PG/SG,"Curry, Stephen^",45.75,"$8,800",GOLDEN STATE WARRIORS,v lac, 131-135,33:53,   29pt 1rb 6as 3st 4to 5trey 8-18fg 8-8ft
SG,"Thompson, Klay^",28.25,"$5,800",GOLDEN STATE WARRIORS,v lac, 131-135,32:03,   17pt 3rb 2as 2st 1trey 6-11fg 4-4ft
PG/SG,"Dinwiddie, Spencer",25.25,"$5,000",BROOKLYN NETS,@ phi, 123-145,23:28,   19pt 1rb 3as 2to 3trey 8-16fg 0-1ft
PG/SG,"Beverley, Patrick^",22,"$4,900",LOS ANGELES CLIPPERS,@ gsw, 135-131,31:42,   10pt 2rb 5as 1st 2to 2trey 3-8fg 2-2ft
PG/SG,"Russell, D'Angelo^",21,"$8,400",BROOKLYN NETS,@ phi, 123-145,24:47,   16pt 2rb 2as 4to 3trey 6-16fg 1-1ft
PG/SG,"Napier, Shabazz",19.25,"$3,100",BROOKLYN NETS,@ phi, 123-145,10:05,   13pt 3rb 1as 2trey 4-6fg 3-4ft
PG/SG,"Gilgeous-Alexander, Shai^",19,"$5,500",LOS ANGELES CLIPPERS,@ gsw, 135-131,31:33,   4pt 5as 4st 1to 2-5fg
PG,"Cook, Quinn",16.25,"$3,500",GOLDEN STATE WARRIORS,v lac, 131-135,14:25,   11pt 1rb 1as 1st 2to 3trey 4-7fg
PG,"Livingston, Shaun",10.75,"$3,400",GOLDEN STATE WARRIORS,v lac, 131-135,11:35,   6pt 1rb 2bl 1to 3-6fg 0-1ft
PG/SG,"McConnell, T.J.",10,"$3,200",PHILADELPHIA 76ERS,v bkn, 145-123,10:05,   8pt 1st 4-5fg
PG/SG,"Wallace, Tyrone",0,"$2,900",LOS ANGELES CLIPPERS,@ gsw, 135-131,DNP,   
SG,"Robinson, Jerome",0,"$3,000",LOS ANGELES CLIPPERS,@ gsw, 135-131,DNP,   
SF/PF,"Gallinari, Danilo^",42,"$6,600",LOS ANGELES CLIPPERS,@ gsw, 135-131,34:38,   24pt 4rb 6as 2st 3to 3trey 8-17fg 5-6ft
SF/PF,"Durant, Kevin^",38.25,"$8,000",GOLDEN STATE WARRIORS,v lac, 131-135,34:24,   21pt 5rb 5as 3st 1bl 9to 5-8fg 11-12ft
SF/PF,"Harris, Tobias^",31.25,"$6,200",PHILADELPHIA 76ERS,v bkn, 145-123,29:19,   19pt 5rb 2as 1bl 2trey 5-12fg 7-7ft
SG/SF,"Shamet, Landry^",26.5,"$3,600",LOS ANGELES CLIPPERS,@ gsw, 135-131,31:53,   12pt 4rb 3as 2st 2to 4trey 4-9fg
SF/PF,"Green, JaMychal",25.25,"$3,800",LOS ANGELES CLIPPERS,@ gsw, 135-131,15:19,   13pt 7rb 1as 1st 2to 2trey 5-6fg 1-2ft
SG/SF,"Butler, Jimmy^",24.5,"$7,400",PHILADELPHIA 76ERS,v bkn, 145-123,29:41,   7pt 4rb 7as 1st 3-10fg 1-2ft
SF/PF,"Scott, Mike",22.25,"$3,400",PHILADELPHIA 76ERS,v bkn, 145-123,21:42,   15pt 3rb 1st 3trey 5-7fg 2-2ft
SG/SF,"Iguodala, Andre",21,"$4,000",GOLDEN STATE WARRIORS,v lac, 131-135,25:35,   9pt 4rb 5as 2to 1trey 2-6fg 4-4ft
SG/SF,"LeVert, Caris",20,"$5,600",BROOKLYN NETS,@ phi, 123-145,20:16,   13pt 4rb 1as 1to 2trey 3-8fg 5-5ft
SG/SF,"Pinson, Theo",19.5,"$2,700",BROOKLYN NETS,@ phi, 123-145,10:05,   9pt 2rb 3as 1st 3trey 3-5fg
SG/SF,"Redick, J.J.^",19.5,"$5,200",PHILADELPHIA 76ERS,v bkn, 145-123,24:22,   17pt 2as 3to 2trey 7-12fg 1-1ft
SF/PF,"Kurucs, Rodions^",15.75,"$3,500",BROOKLYN NETS,@ phi, 123-145,21:42,   8pt 5rb 1as 3-7fg 2-2ft
SF/PF,"Carroll, DeMarre^",14.5,"$4,400",BROOKLYN NETS,@ phi, 123-145,19:24,   6pt 2rb 2as 1st 2trey 2-7fg
SF/PF,"Ennis, James",11.25,"$3,300",PHILADELPHIA 76ERS,v bkn, 145-123,12:02,   6pt 3rb 1as 2-2fg 2-2ft
SG/SF,"Temple, Garrett",10.75,"$3,400",LOS ANGELES CLIPPERS,@ gsw, 135-131,9:56,   7pt 1rb 1st 1trey 2-4fg 2-2ft
SG/SF,"Korkmaz, Furkan",9.5,"$3,100",PHILADELPHIA 76ERS,v bkn, 145-123,10:05,   7pt 1bl 1trey 2-4fg 2-2ft
SF/PF,"Chandler, Wilson",7.5,"$3,400",LOS ANGELES CLIPPERS,@ gsw, 135-131,10:16,   2pt 2rb 1as 1st 1to 1-3fg
SG/SF,"Harris, Joe^",7.25,"$4,700",BROOKLYN NETS,@ phi, 123-145,26:02,   4pt 1rb 2as 2to 1-4fg 2-2ft
SF/PF,"Graham, Treveon",7,"$3,100",BROOKLYN NETS,@ phi, 123-145,26:08,   5pt 2rb 1to 2-4fg 1-4ft
SG/SF,"Simmons, Jonathon",6.25,"$3,200",PHILADELPHIA 76ERS,v bkn, 145-123,10:05,   3pt 1rb 2as 2to 1-3fg 1-2ft
SG/SF,"Musa, Dzanan",5,"$2,500",BROOKLYN NETS,@ phi, 123-145,10:05,   4pt 1st 2to 2-2fg
SF/PF,"McKinnie, Alfonzo",3.75,"$3,000",GOLDEN STATE WARRIORS,v lac, 131-135,3:23,   0pt 3rb
