position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",70.5,"$12,700",OKLAHOMA CITY THUNDER,v cle, 118-109,35:23,   29pt 12rb 11as 4st 7to 2trey 11-27fg 5-5ft
PG/SG,"Harden, James^",58.75,"$12,300",HOUSTON ROCKETS,@ cha, 107-95,39:27,   30pt 11rb 8as 1st 1bl 9to 4trey 8-21fg 10-12ft
SG,"Fournier, Evan^",47.75,"$5,900",ORLANDO MAGIC,v phi, 111-112,43:10,   24pt 9rb 8as 1st 6to 3trey 8-21fg 5-5ft
PG,"Lillard, Damian^",46,"$8,900",PORTLAND TRAIL BLAZERS,v bos, 111-120,39:38,   28pt 6rb 7as 2to 2trey 8-20fg 10-11ft
PG,"Thomas, Isaiah^",43.25,"$10,000",BOSTON CELTICS,@ por, 120-111,38:09,   34pt 1rb 4as 1st 2to 2trey 11-26fg 10-11ft
PG/SG,"Smart, Marcus^",43,"$5,500",BOSTON CELTICS,@ por, 120-111,37:30,   18pt 6rb 5as 5st 8-13fg 2-3ft
SG,"Oladipo, Victor^",41.25,"$5,900",OKLAHOMA CITY THUNDER,v cle, 118-109,36:00,   23pt 7rb 3as 2st 2trey 9-17fg 3-4ft
PG,"Irving, Kyrie^",40.25,"$8,300",CLEVELAND CAVALIERS,@ okc, 109-118,34:24,   28pt 1rb 4as 2st 1bl 6to 4trey 11-18fg 2-2ft
PG,"McConnell, T.J.^",32.25,"$4,700",PHILADELPHIA 76ERS,@ orl, 112-111,29:49,   8pt 5rb 8as 3st 4-10fg
PG/SG,"McCollum, C.J.^",31.5,"$7,800",PORTLAND TRAIL BLAZERS,v bos, 111-120,37:22,   20pt 4rb 4as 1bl 3to 8-18fg 4-5ft
PG,"Beverley, Patrick^",30.5,"$5,300",HOUSTON ROCKETS,@ cha, 107-95,31:53,   17pt 2rb 3as 3st 2to 3trey 7-15fg
PG,"Walker, Kemba^",29.75,"$7,900",CHARLOTTE HORNETS,v hou, 95-107,35:41,   14pt 5rb 5as 1st 1bl 6to 2trey 6-14fg
PG,"Ferrell, Yogi^",29,"$5,000",DALLAS MAVERICKS,v uta, 112-105,25:46,   9pt 4rb 5as 4st 2to 1trey 3-8fg 2-2ft
SG,"Curry, Seth^",26.75,"$4,900",DALLAS MAVERICKS,v uta, 112-105,42:48,   16pt 5rb 4as 4to 1trey 6-12fg 3-3ft
PG,"Mack, Shelvin",26.25,"$3,400",UTAH JAZZ,@ dal, 105-112,24:50,   3pt 5rb 7as 2st 1bl 1trey 1-4fg
SG,"Harris, Devin",26.25,"$4,300",DALLAS MAVERICKS,v uta, 112-105,28:49,   13pt 5rb 2as 2st 5-11fg 3-4ft
PG,"Rozier, Terry",26,"$3,000",BOSTON CELTICS,@ por, 120-111,24:44,   11pt 4rb 5as 1st 1to 2trey 4-9fg 1-1ft
SG,"Stauskas, Nik",25.25,"$3,300",PHILADELPHIA 76ERS,@ orl, 112-111,28:24,   13pt 5rb 5as 5to 2trey 4-8fg 3-3ft
PG,"Rodriguez, Sergio",23.25,"$3,300",PHILADELPHIA 76ERS,@ orl, 112-111,18:11,   12pt 3rb 5as 4to 4trey 4-7fg
PG,"Payne, Cameron",22.75,"$3,000",OKLAHOMA CITY THUNDER,v cle, 118-109,12:37,   15pt 1rb 2as 1st 3trey 6-12fg
PG,"Payton, Elfrid",21.75,"$5,700",ORLANDO MAGIC,v phi, 111-112,25:38,   15pt 1rb 3as 1st 2to 7-11fg 1-2ft
PG/SG,"Watson, C.J.^",20.75,"$3,200",ORLANDO MAGIC,v phi, 111-112,28:09,   11pt 3rb 4as 1st 5to 1trey 2-6fg 6-6ft
PG,"Augustin, D.J.",18.25,"$3,000",ORLANDO MAGIC,v phi, 111-112,24:02,   9pt 3rb 3as 2trey 3-5fg 1-2ft
PG/SG,"Burks, Alec",16.75,"$3,200",UTAH JAZZ,@ dal, 105-112,22:10,   12pt 3rb 1as 2to 1trey 5-11fg 1-1ft
SG,"Lamb, Jeremy",12.25,"$3,400",CHARLOTTE HORNETS,v hou, 95-107,11:19,   8pt 3rb 1as 3to 1trey 3-8fg 1-1ft
SG,"Henderson, Gerald^",11.25,"$3,200",PHILADELPHIA 76ERS,@ orl, 112-111,20:50,   8pt 1rb 1bl 4-9fg
SG,"Morrow, Anthony",10,"$3,000",OKLAHOMA CITY THUNDER,v cle, 118-109,8:08,   7pt 2rb 1trey 3-7fg
PG,"Roberts, Brian",9.5,"$3,000",CHARLOTTE HORNETS,v hou, 95-107,12:19,   6pt 2as 1to 2trey 2-4fg
SG,"McRae, Jordan^",8.5,"$3,000",CLEVELAND CAVALIERS,@ okc, 109-118,27:17,   6pt 2rb 1to 1trey 2-9fg 1-1ft
SG,"Jones, James",4.75,"$3,000",CLEVELAND CAVALIERS,@ okc, 109-118,1:07,   3pt 1rb 1trey 1-1fg
PG,"Exum, Dante^",3.5,"$3,000",UTAH JAZZ,@ dal, 105-112,18:17,   5pt 4to 1trey 2-3fg
PG,"Felder, Kay",2,"$3,000",CLEVELAND CAVALIERS,@ okc, 109-118,5:35,   2pt 2-2ft
SG,"Liggins, DeAndre",0,"$3,000",CLEVELAND CAVALIERS,@ okc, 109-118,1:07,   0pt
SG,"Young, James",0,"$3,000",BOSTON CELTICS,@ por, 120-111,4:56,   0pt 0-1fg
PG,"Williams, Deron",0,"$4,800",DALLAS MAVERICKS,v uta, 112-105,DNP,   
SG,"Gordon, Eric",0,"$5,100",HOUSTON ROCKETS,@ cha, 107-95,DNP,   
PG,"Brown, Bobby",0,"$3,000",HOUSTON ROCKETS,@ cha, 107-95,DNP,   
PG,"Randle, Chasson",0,"$3,000",PHILADELPHIA 76ERS,@ orl, 112-111,DNP,   
PG,"Ennis, Tyler",0,"$3,000",HOUSTON ROCKETS,@ cha, 107-95,DNP,   
PG/SG,"Shumpert, Iman",0,"$3,600",CLEVELAND CAVALIERS,@ okc, 109-118,DNP,   
PG,"McCallum, Ray",0,"$3,000",CHARLOTTE HORNETS,v hou, 95-107,DNP,   
PG,"Hill, George",0,"$6,100",UTAH JAZZ,@ dal, 105-112,DNP,   
PG,"Napier, Shabazz",0,"$3,000",PORTLAND TRAIL BLAZERS,v bos, 111-120,DNP,   
SG,"Brussino, Nicolas",0,"$3,000",DALLAS MAVERICKS,v uta, 112-105,DNP,   
PG,"Christon, Semaj",0,"$3,000",OKLAHOMA CITY THUNDER,v cle, 118-109,DNP,   
SG,"Hood, Rodney",0,"$4,000",UTAH JAZZ,@ dal, 105-112,NA,   
SG,"Bradley, Avery",0,"$5,400",BOSTON CELTICS,@ por, 120-111,NA,   
PG,"Jackson, Demetrius",0,"$3,000",BOSTON CELTICS,@ por, 120-111,NA,   
PG,"Quarterman, Tim",0,"$3,000",PORTLAND TRAIL BLAZERS,v bos, 111-120,NA,   
PG,"Barea, Jose",0,"$3,600",DALLAS MAVERICKS,v uta, 112-105,NA,   
SG,"Smith, J.R.",0,"$3,500",CLEVELAND CAVALIERS,@ okc, 109-118,NA,   
SG,"Meeks, Jodie",0,"$3,800",ORLANDO MAGIC,v phi, 111-112,NA,   
PG,"Bayless, Jerryd",0,"$3,000",PHILADELPHIA 76ERS,@ orl, 112-111,NA,   
PG,"Sessions, Ramon",0,"$3,000",CHARLOTTE HORNETS,v hou, 95-107,NA,   
SF,"Hayward, Gordon^",49,"$7,300",UTAH JAZZ,@ dal, 105-112,43:17,   36pt 4rb 3as 1st 1to 4trey 13-27fg 6-7ft
SG/SF,"Batum, Nicolas^",43,"$7,600",CHARLOTTE HORNETS,v hou, 95-107,34:35,   15pt 8rb 10as 1st 3to 2trey 5-10fg 3-3ft
SF/PF,"Saric, Dario",43,"$4,100",PHILADELPHIA 76ERS,@ orl, 112-111,27:35,   24pt 8rb 1as 3st 3trey 8-15fg 5-6ft
SF,"James, LeBron^",41.75,"$10,200",CLEVELAND CAVALIERS,@ okc, 109-118,40:53,   18pt 5rb 7as 2st 2bl 3to 1trey 8-19fg 1-3ft
SF/PF,"Barnes, Harrison^",38,"$6,000",DALLAS MAVERICKS,v uta, 112-105,42:52,   31pt 4rb 1as 1to 2trey 12-20fg 5-7ft
PF,"Aminu, Al-Farouq",34.25,"$5,300",PORTLAND TRAIL BLAZERS,v bos, 111-120,30:50,   26pt 5rb 1as 2to 3trey 8-12fg 7-9ft
SF/PF,"Ariza, Trevor^",33.75,"$5,600",HOUSTON ROCKETS,@ cha, 107-95,41:32,   11pt 7rb 3as 2st 2bl 3trey 4-11fg
SG/SF,"Ingles, Joe^",32.75,"$3,700",UTAH JAZZ,@ dal, 105-112,40:49,   16pt 5rb 5as 1st 2to 4trey 6-12fg
SF,"Kidd-Gilchrist, Michael^",31.25,"$5,200",CHARLOTTE HORNETS,v hou, 95-107,34:50,   8pt 9rb 4as 1st 2bl 4-9fg
SF,"Covington, Robert^",29.75,"$5,400",PHILADELPHIA 76ERS,@ orl, 112-111,35:44,   8pt 9rb 2as 3st 1bl 1to 3-12fg 2-4ft
SG/SF,"Matthews, Wes^",29.5,"$5,400",DALLAS MAVERICKS,v uta, 112-105,42:05,   15pt 6rb 5as 2to 1trey 6-10fg 2-2ft
SG/SF,"Brown, Jaylen^",28.25,"$3,600",BOSTON CELTICS,@ por, 120-111,32:39,   14pt 7rb 2as 1st 1to 2trey 3-7fg 6-8ft
PF,"Ilyasova, Ersan^",28,"$5,600",PHILADELPHIA 76ERS,@ orl, 112-111,26:50,   16pt 4rb 2as 2st 1to 1trey 4-16fg 7-8ft
PF,"Williams, Marvin^",24.75,"$5,100",CHARLOTTE HORNETS,v hou, 95-107,34:51,   12pt 7rb 2st 1to 1trey 3-8fg 5-6ft
SF,"Roberson, Andre^",23.75,"$3,800",OKLAHOMA CITY THUNDER,v cle, 118-109,41:28,   8pt 7rb 1as 1st 2bl 1to 4-8fg 0-1ft
SG/SF,"Crabbe, Allen",21.75,"$4,200",PORTLAND TRAIL BLAZERS,v bos, 111-120,29:30,   12pt 3rb 2as 1st 2trey 5-8fg
PF,"Anderson, Ryan^",21,"$4,900",HOUSTON ROCKETS,@ cha, 107-95,34:58,   14pt 4rb 1as 1to 2trey 5-11fg 2-2ft
SF,"Harkless, Maurice^",20,"$4,000",PORTLAND TRAIL BLAZERS,v bos, 111-120,23:21,   4pt 4rb 1as 3st 2bl 1to 2-5fg
SG/SF,"Brewer, Corey",19.5,"$3,000",HOUSTON ROCKETS,@ cha, 107-95,24:40,   5pt 4rb 2as 3st 1trey 1-4fg 2-2ft
SF,"Johnson, Joe",17,"$3,500",UTAH JAZZ,@ dal, 105-112,25:44,   8pt 4as 2st 4to 2trey 3-8fg
PF,"Vonleh, Noah^",15.75,"$3,000",PORTLAND TRAIL BLAZERS,v bos, 111-120,15:58,   2pt 9rb 1as 1bl 2to 1-3fg
SG/SF,"Belinelli, Marco",15.5,"$3,900",CHARLOTTE HORNETS,v hou, 95-107,21:10,   10pt 4rb 1as 2to 5-13fg
