position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Teague, Jeff^",53.5,"$7,500",ATLANTA HAWKS,@ cle, 111-114,43,   30pt 6rb 7as 1st 1bl 3trey 9-23fg 9-9ft
SG,"Smith, J.R.",37.5,"$5,200",CLEVELAND CAVALIERS,v atl, 114-111,38,   17pt 10rb 1as 2bl 1to 3trey 6-14fg 2-3ft
SG,"Bazemore, Kent^",35.25,"$2,500",ATLANTA HAWKS,@ cle, 111-114,43,   14pt 7rb 3as 3st 1bl 2to 2trey 3-9fg 6-8ft
SG,"Shumpert, Iman^",27.25,"$5,000",CLEVELAND CAVALIERS,v atl, 114-111,43,   15pt 7rb 1as 4trey 5-11fg 1-2ft
PG,"Mack, Shelvin",25.5,"$2,000",ATLANTA HAWKS,@ cle, 111-114,28,   13pt 4rb 3as 1st 1to 3trey 5-10fg 0-2ft
PG,"Dellavedova, Matthew^",23.75,"$3,500",CLEVELAND CAVALIERS,v atl, 114-111,45,   17pt 3rb 2as 4to 4trey 5-15fg 3-4ft
SG,"Jones, James",21.25,"$2,100",CLEVELAND CAVALIERS,v atl, 114-111,23,   9pt 3rb 5as 2trey 2-5fg 3-3ft
PG,"Schroder, Dennis",1.5,"$4,700",ATLANTA HAWKS,@ cle, 111-114,3,   0pt 1as 0-2fg 0-0ft
SF,"James, LeBron^",87,"$11,400",CLEVELAND CAVALIERS,v atl, 114-111,47,   37pt 18rb 13as 3st 6to 1trey 14-37fg 8-10ft
PF,"Millsap, Paul^",34.25,"$7,800",ATLANTA HAWKS,@ cle, 111-114,46,   22pt 9rb 1st 3to 1trey 5-11fg 11-11ft
PF,"Thompson, Tristan^",25.25,"$6,300",CLEVELAND CAVALIERS,v atl, 114-111,43,   10pt 7rb 2as 2bl 1to 5-7fg 0-3ft
SF,"Carroll, DeMarre^",23.75,"$6,700",ATLANTA HAWKS,@ cle, 111-114,41,   10pt 3rb 2as 2st 1bl 2trey 4-12fg 0-0ft
PF,"Scott, Mike",23.75,"$2,200",ATLANTA HAWKS,@ cle, 111-114,32,   8pt 9rb 2as 1st 1to 3-9fg 2-2ft
C,"Horford, Al^",20.5,"$7,700",ATLANTA HAWKS,@ cle, 111-114,19,   14pt 4rb 1as 7-10fg 0-0ft
C,"Mozgov, Timofey^",18.75,"$4,900",CLEVELAND CAVALIERS,v atl, 114-111,22,   9pt 5rb 2bl 1to 3-6fg 3-4ft
C,"Muscala, Mike",1.5,"$2,400",ATLANTA HAWKS,@ cle, 111-114,9,   0pt 1as 0-2fg 0-0ft
C,"Antic, Pero",0,"$2,100",ATLANTA HAWKS,@ cle, 111-114,0,   0pt 0-0fg 0-0ft
NA,"Marion, Shawn",3.75,N/A,CLEVELAND CAVALIERS,v atl, 114-111,4,   0pt 3rb 0-2fg 0-0ft
