position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
SG,"Harden, James^",58.75,"$9,900",HOUSTON ROCKETS,v okc, 110-105,38:28,   37pt 5rb 3as 3st 2bl 2to 4trey 12-26fg 9-11ft
PG,"Westbrook, Russell^",55,"$10,300",OKLAHOMA CITY THUNDER,@ hou, 105-110,31:57,   25pt 8rb 11as 2st 7to 3trey 10-16fg 2-2ft
PG,"Lillard, Damian^",54,"$9,200",PORTLAND TRAIL BLAZERS,@ min, 106-101,37:57,   34pt 2rb 7as 2st 1bl 2to 4trey 14-25fg 2-3ft
PG,"Curry, Stephen^",46.75,"$10,200",GOLDEN STATE WARRIORS,v mem, 119-69,28:24,   30pt 3rb 3as 3st 1bl 3to 4trey 10-16fg 6-6ft
PG,"Lawson, Ty^",44.25,"$5,700",HOUSTON ROCKETS,v okc, 110-105,36:49,   14pt 5rb 11as 4st 4to 6-10fg 2-7ft
PG,"Rubio, Ricky^",42.25,"$7,100",MINNESOTA TIMBERWOLVES,v por, 101-106,31:57,   12pt 9rb 9as 3st 1to 4-10fg 4-4ft
PG,"Knight, Brandon^",36.75,"$6,600",PHOENIX SUNS,@ lac, 96-102,40:39,   12pt 7rb 8as 2st 1to 1trey 4-20fg 3-3ft
SG,"Bledsoe, Eric^",36.5,"$7,500",PHOENIX SUNS,@ lac, 96-102,31:38,   16pt 4rb 7as 2st 1bl 3to 1trey 6-19fg 3-4ft
PG,"McConnell, T.J.",34.75,"$3,000",PHILADELPHIA 76ERS,v cle, 100-107,23:06,   6pt 7rb 12as 1st 3-4fg
PG,"Bayless, Jerryd^",34.75,"$3,200",MILWAUKEE BUCKS,@ bkn, 103-96,46:40,   26pt 3rb 2as 2to 6trey 8-15fg 4-7ft
PG,"McCollum, C.J.^",34.5,"$6,700",PORTLAND TRAIL BLAZERS,@ min, 106-101,35:56,   18pt 6rb 4as 1st 1bl 4to 2trey 7-18fg 2-2ft
SG,"Middleton, Khris^",32.75,"$5,600",MILWAUKEE BUCKS,@ bkn, 103-96,38:57,   17pt 5rb 3as 1st 1bl 2trey 6-12fg 3-4ft
PG,"Dellavedova, Matthew",30.75,"$3,200",CLEVELAND CAVALIERS,@ phi, 107-100,34:22,   12pt 5rb 9as 3to 1trey 5-8fg 1-2ft
SG,"Thompson, Klay^",29.75,"$6,900",GOLDEN STATE WARRIORS,v mem, 119-69,26:27,   14pt 7rb 2as 2bl 2to 2trey 6-11fg
PG,"Williams, Maurice^",28.75,"$5,300",CLEVELAND CAVALIERS,@ phi, 107-100,27:56,   21pt 1rb 3as 1st 2to 2trey 8-10fg 3-3ft
PG,"Paul, Chris^",28.25,"$9,700",LOS ANGELES CLIPPERS,v pho, 102-96,30:47,   17pt 3rb 5as 1st 5to 1trey 7-15fg 2-2ft
SG,"Martin, Kevin",27.5,"$5,000",MINNESOTA TIMBERWOLVES,v por, 101-106,35:01,   24pt 2rb 1as 3to 2trey 7-12fg 8-11ft
SG,"Thompson, Hollis",27.5,"$3,700",PHILADELPHIA 76ERS,v cle, 100-107,31:02,   12pt 6rb 4as 1st 1to 1trey 3-7fg 5-6ft
PG,"Carter-Williams, Michael^",25,"$6,700",MILWAUKEE BUCKS,@ bkn, 103-96,22:38,   6pt 2rb 5as 3st 2bl 2to 2-3fg 2-4ft
SG,"Thornton, Marcus^",24.75,"$3,000",HOUSTON ROCKETS,v okc, 110-105,37:20,   12pt 7rb 1as 1st 1to 2trey 5-14fg
SG,"Stauskas, Nik^",24,"$3,300",PHILADELPHIA 76ERS,v cle, 100-107,28:31,   15pt 4rb 1as 1st 2to 3trey 4-10fg 4-4ft
PG,"Jack, Jarrett^",22.75,"$6,000",BROOKLYN NETS,v mil, 96-103,34:34,   15pt 3rb 4as 5to 1trey 5-11fg 4-5ft
PG,"Conley, Mike^",22,"$6,800",MEMPHIS GRIZZLIES,@ gsw, 69-119,26:27,   10pt 2rb 5as 1st 2-8fg 6-7ft
PG,"Parker, Tony^",21.75,"$4,800",SAN ANTONIO SPURS,@ nyk, 94-84,29:25,   16pt 1rb 3as 7-12fg 2-2ft
PG,"Grant, Jerian",21,"$3,700",NEW YORK KNICKS,v sas, 84-94,23:20,   12pt 4rb 3as 1to 5-8fg 2-3ft
SG,"Clark, Ian",20.75,"$3,000",GOLDEN STATE WARRIORS,v mem, 119-69,12:00,   15pt 3rb 1as 1trey 4-4fg 6-6ft
SG,"Crawford, Jamal",20.5,"$4,400",LOS ANGELES CLIPPERS,v pho, 102-96,26:17,   11pt 2rb 3as 1st 1trey 2-9fg 6-6ft
PG,"Augustin, D.J.",17.75,"$3,100",OKLAHOMA CITY THUNDER,@ hou, 105-110,21:35,   12pt 5rb 1st 6to 1trey 4-9fg 3-5ft
SG,"Redick, J.J.^",17.75,"$5,200",LOS ANGELES CLIPPERS,v pho, 102-96,27:50,   10pt 3rb 2as 1to 3trey 3-12fg 1-1ft
PG,"Price, Ronnie",17.5,"$3,000",PHOENIX SUNS,@ lac, 96-102,16:28,   9pt 2rb 2as 1st 1to 3trey 3-6fg
SG,"Waiters, Dion",17.5,"$3,800",OKLAHOMA CITY THUNDER,@ hou, 105-110,32:23,   9pt 4rb 1as 1st 1to 1trey 3-8fg 2-4ft
PG,"LaVine, Zach",16.5,"$4,700",MINNESOTA TIMBERWOLVES,v por, 101-106,16:01,   10pt 5as 2to 3-7fg 4-4ft
PG,"Larkin, Shane",16.25,"$3,700",BROOKLYN NETS,v mil, 96-103,18:07,   10pt 3rb 1as 1st 2to 5-5fg 0-1ft
PG,"Beverley, Patrick",15.5,"$4,100",HOUSTON ROCKETS,v okc, 110-105,20:56,   6pt 2rb 2as 2st 2to 2trey 2-5fg
SG,"Jones, James",15.25,"$3,000",CLEVELAND CAVALIERS,@ phi, 107-100,15:03,   12pt 1rb 4trey 4-6fg
SG,"Roberson, Andre^",15.25,"$3,000",OKLAHOMA CITY THUNDER,@ hou, 105-110,22:24,   7pt 3rb 2bl 1trey 3-5fg
SG,"Galloway, Langston",15.25,"$4,400",NEW YORK KNICKS,v sas, 84-94,28:55,   6pt 5rb 1as 1st 1to 2-5fg 2-4ft
SG,"Stephenson, Lance^",15,"$3,300",LOS ANGELES CLIPPERS,v pho, 102-96,18:20,   5pt 6rb 2as 1to 2-6fg 1-1ft
SG,"Brown, Markel^",15,"$3,000",BROOKLYN NETS,v mil, 96-103,25:33,   7pt 2rb 2as 1bl 1trey 3-7fg
PG,"Vasquez, Greivis",14.75,"$3,700",MILWAUKEE BUCKS,@ bkn, 103-96,26:42,   0pt 1rb 8as 1st 1to 0-8fg
PG,"Mills, Patty",14.5,"$3,200",SAN ANTONIO SPURS,@ nyk, 94-84,25:09,   5pt 2rb 2as 2st 1to 1trey 2-6fg
SG,"Green, Danny^",13.25,"$4,500",SAN ANTONIO SPURS,@ nyk, 94-84,27:25,   4pt 5rb 1as 1bl 1to 2-6fg
SG,"Adams, Jordan",12.5,"$3,000",MEMPHIS GRIZZLIES,@ gsw, 69-119,7:36,   4pt 2rb 3as 1st 1to 1-2fg 2-3ft
PG,"Udrih, Beno",12,"$3,300",MEMPHIS GRIZZLIES,@ gsw, 69-119,15:07,   0pt 2rb 5as 1st 0-5fg
SG,"Lee, Courtney^",11.75,"$4,200",MEMPHIS GRIZZLIES,@ gsw, 69-119,24:37,   6pt 3rb 1st 2-11fg 2-3ft
SG,"Rush, Brandon",11.5,"$3,100",GOLDEN STATE WARRIORS,v mem, 119-69,13:22,   2pt 6rb 2as 2to 0-5fg 2-4ft
PG,"Livingston, Shaun",11.5,"$3,300",GOLDEN STATE WARRIORS,v mem, 119-69,10:19,   4pt 2rb 2as 1bl 2-2fg
PG,"Calderon, Jose^",11.5,"$4,000",NEW YORK KNICKS,v sas, 84-94,23:16,   6pt 2as 1st 1to 2trey 2-5fg
PG,"Canaan, Isaiah^",11.5,"$5,000",PHILADELPHIA 76ERS,v cle, 100-107,30:56,   7pt 2rb 1as 1trey 2-8fg 2-2ft
SG,"Ginobili, Manu",11,"$4,200",SAN ANTONIO SPURS,@ nyk, 94-84,17:06,   7pt 3as 2to 1trey 3-5fg
SG,"Vujacic, Sasha^",10.5,"$3,500",NEW YORK KNICKS,v sas, 84-94,20:29,   2pt 4rb 3as 2to 1-7fg
SG,"Crabbe, Allen",10.5,"$3,000",PORTLAND TRAIL BLAZERS,@ min, 106-101,25:29,   7pt 1as 1st 1to 1trey 3-10fg
SG,"Rivers, Austin",10,"$3,000",LOS ANGELES CLIPPERS,v pho, 102-96,17:39,   7pt 1as 1st 1to 3-6fg 1-1ft
PG,"Barbosa, Leandro",8.5,"$3,000",GOLDEN STATE WARRIORS,v mem, 119-69,14:55,   3pt 2as 1bl 1trey 1-4fg
PG,"Cunningham, Jared",6.5,"$3,000",CLEVELAND CAVALIERS,@ phi, 107-100,17:03,   4pt 2rb 1-3fg 2-4ft
SG,"Carter, Vince",6.25,"$3,000",MEMPHIS GRIZZLIES,@ gsw, 69-119,15:39,   3pt 1rb 1st 1to 1trey 1-4fg
PG,"Smith, Russ",6.25,"$3,000",MEMPHIS GRIZZLIES,@ gsw, 69-119,6:26,   5pt 1rb 1to 1trey 2-5fg 0-2ft
SG,"Weems, Sonny",2,"$3,000",PHOENIX SUNS,@ lac, 96-102,7:33,   0pt 2rb 1to 0-2fg
SG,"Harris, Joe",1.5,"$3,000",CLEVELAND CAVALIERS,@ phi, 107-100,4:39,   0pt 1as 0-1fg
SG,"Morrow, Anthony",1.5,"$3,000",OKLAHOMA CITY THUNDER,@ hou, 105-110,5:26,   0pt 1st 1to
PG,"McCallum, Ray",0,"$3,000",SAN ANTONIO SPURS,@ nyk, 94-84,1:22,   0pt 0-1fg
SG,"Butler, Rasual",0,"$3,000",SAN ANTONIO SPURS,@ nyk, 94-84,1:22,   0pt
SG,"Ellington, Wayne",0,"$3,000",BROOKLYN NETS,v mil, 96-103,6:48,   0pt 0-1fg
PG,"Irving, Kyrie",0,"$6,600",CLEVELAND CAVALIERS,@ phi, 107-100,DNP,   
PG,"Frazier, Tim",0,"$3,000",PORTLAND TRAIL BLAZERS,@ min, 106-101,DNP,   
SG,"Afflalo, Arron",0,"$4,700",NEW YORK KNICKS,v sas, 84-94,DNP,   
SG,"Goodwin, Archie",0,"$3,300",PHOENIX SUNS,@ lac, 96-102,DNP,   
PG,"Ennis, Tyler",0,"$3,000",MILWAUKEE BUCKS,@ bkn, 103-96,DNP,   
SG,"Vaughn, Rashad",0,"$3,000",MILWAUKEE BUCKS,@ bkn, 103-96,DNP,   
SG,"Shumpert, Iman",0,"$3,700",CLEVELAND CAVALIERS,@ phi, 107-100,DNP,   
PG,"Payne, Cameron",0,"$3,000",OKLAHOMA CITY THUNDER,@ hou, 105-110,DNP,   
PG,"Terry, Jason",0,"$3,000",HOUSTON ROCKETS,v okc, 110-105,DNP,   
