position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Rose, Derrick^",52.25,"$7,700",CHICAGO BULLS,v cle, 99-96,39,   30pt 7rb 7as 1st 1bl 3to 1trey 10-26fg 9-10ft
SG,"Harden, James^",48.25,"$10,100",HOUSTON ROCKETS,@ lac, 99-124,36,   25pt 3rb 11as 1bl 5to 4trey 8-16fg 5-5ft
SG,"Butler, Jimmy^",45.5,"$8,400",CHICAGO BULLS,v cle, 99-96,44,   20pt 8rb 2as 5st 1bl 1trey 7-17fg 5-6ft
PG,"Rivers, Austin",40,"$4,300",LOS ANGELES CLIPPERS,v hou, 124-99,23,   25pt 6rb 2as 1st 1bl 2to 3trey 10-13fg 2-2ft
SG,"Redick, J.J.^",38.25,"$5,000",LOS ANGELES CLIPPERS,v hou, 124-99,37,   31pt 1rb 1as 1st 5trey 11-14fg 4-4ft
SG,"Crawford, Jamal",31.75,"$4,900",LOS ANGELES CLIPPERS,v hou, 124-99,27,   12pt 3rb 3as 6st 2to 1trey 4-9fg 3-3ft
PG,"Paul, Chris^",30.75,"$9,600",LOS ANGELES CLIPPERS,v hou, 124-99,23,   12pt 3rb 7as 2st 1to 2trey 5-12fg 0-0ft
PG,"Irving, Kyrie^",22.5,"$8,700",CLEVELAND CAVALIERS,@ chi, 96-99,38,   11pt 4rb 2st 1bl 2to 3trey 3-13fg 2-2ft
SG,"Terry, Jason^",22.25,"$3,500",HOUSTON ROCKETS,@ lac, 99-124,32,   13pt 1rb 3as 2st 4to 3trey 5-9fg 0-0ft
SG,"Brewer, Corey",22,"$4,100",HOUSTON ROCKETS,@ lac, 99-124,26,   11pt 4rb 2st 1bl 1to 1trey 5-9fg 0-2ft
SG,"Smith, J.R.",20,"$4,600",CLEVELAND CAVALIERS,@ chi, 96-99,27,   14pt 2rb 1as 4trey 5-9fg 0-0ft
SG,"Dellavedova, Matthew",19,"$2,100",CLEVELAND CAVALIERS,@ chi, 96-99,16,   10pt 2rb 4as 1to 2trey 3-4fg 2-2ft
SG,"Shumpert, Iman^",15.25,"$4,800",CLEVELAND CAVALIERS,@ chi, 96-99,37,   8pt 1rb 1as 1st 1bl 1to 2trey 3-9fg 0-0ft
SG,"Jones, James",13.5,"$2,000",CLEVELAND CAVALIERS,@ chi, 96-99,15,   8pt 2rb 1st 2trey 2-5fg 2-2ft
PG,"Prigioni, Pablo",12,"$3,100",HOUSTON ROCKETS,@ lac, 99-124,20,   6pt 2rb 2as 1to 2trey 2-8fg 0-0ft
PG,"Hinrich, Kirk",4.25,"$2,800",CHICAGO BULLS,v cle, 99-96,20,   0pt 1rb 2as 0-0fg 0-0ft
PG,"Hudson, Lester",3,"$2,000",LOS ANGELES CLIPPERS,v hou, 124-99,6,   0pt 2as 0-2fg 0-0ft
SG,"Johnson, Nick",1.5,"$2,000",HOUSTON ROCKETS,@ lac, 99-124,3,   0pt 1as 0-1fg 0-0ft
PG,"Brooks, Aaron",1.5,"$4,100",CHICAGO BULLS,v cle, 99-96,9,   2pt 1to 1-7fg 0-0ft
SG,"Jones, Dahntay",0,"$2,000",LOS ANGELES CLIPPERS,v hou, 124-99,3,   0pt 0-0fg 0-0ft
SF,"James, LeBron^",60.5,"$11,200",CLEVELAND CAVALIERS,@ chi, 96-99,44,   27pt 8rb 14as 1st 1bl 7to 1trey 8-25fg 10-11ft
PF,"Griffin, Blake^",43.5,"$10,500",LOS ANGELES CLIPPERS,v hou, 124-99,31,   22pt 14rb 4as 7to 10-20fg 2-4ft
PF,"Thompson, Tristan^",35.25,"$4,700",CLEVELAND CAVALIERS,@ chi, 96-99,41,   10pt 13rb 1as 3bl 4-8fg 2-2ft
SF,"Dunleavy, Mike^",32,"$4,900",CHICAGO BULLS,v cle, 99-96,39,   16pt 6rb 2as 1st 1bl 3trey 6-12fg 1-1ft
PF,"Mirotic, Nikola",26,"$3,000",CHICAGO BULLS,v cle, 99-96,22,   12pt 8rb 2st 1to 1trey 3-8fg 5-6ft
PF,"Gasol, Pau^",23,"$8,500",CHICAGO BULLS,v cle, 99-96,22,   6pt 4rb 4as 3bl 3-7fg 0-0ft
PF,"Gibson, Taj",22.25,"$3,900",CHICAGO BULLS,v cle, 99-96,23,   9pt 9rb 1bl 3-4fg 3-4ft
SF,"Smith, Josh",19.25,"$6,100",HOUSTON ROCKETS,@ lac, 99-124,13,   7pt 9rb 1st 2to 3-10fg 1-1ft
SF,"Barnes, Matt^",17.25,"$5,300",LOS ANGELES CLIPPERS,v hou, 124-99,30,   7pt 3rb 2as 2bl 2to 1trey 1-3fg 4-4ft
PF,"Jones, Terrence^",16,"$4,400",HOUSTON ROCKETS,@ lac, 99-124,25,   12pt 2rb 1as 4-10fg 4-6ft
SF,"Ariza, Trevor^",16,"$5,700",HOUSTON ROCKETS,@ lac, 99-124,35,   10pt 2rb 1as 1st 1to 1trey 3-9fg 3-4ft
SF,"Turkoglu, Hedo",8.25,"$2,000",LOS ANGELES CLIPPERS,v hou, 124-99,3,   3pt 1rb 1st 1bl 1to 1trey 1-2fg 0-0ft
PF,"Davis, Glen",4,"$2,300",LOS ANGELES CLIPPERS,v hou, 124-99,8,   4pt 1-3fg 2-2ft
SF,"Papanikolaou, Kostas",0,"$2,000",HOUSTON ROCKETS,@ lac, 99-124,3,   0pt 0-1fg 0-0ft
SF,"Snell, Tony",0,"$2,000",CHICAGO BULLS,v cle, 99-96,0,   0pt 0-1fg 0-0ft
C,"Howard, Dwight^",44,"$8,300",HOUSTON ROCKETS,@ lac, 99-124,38,   14pt 14rb 2as 2st 2bl 5-11fg 4-11ft
C,"Jordan, DeAndre^",29.75,"$7,800",LOS ANGELES CLIPPERS,v hou, 124-99,36,   6pt 15rb 3as 1st 3to 2-4fg 2-4ft
C,"Mozgov, Timofey^",27.75,"$5,500",CLEVELAND CAVALIERS,@ chi, 96-99,22,   8pt 7rb 2as 1st 3bl 4-9fg 0-0ft
C,"Noah, Joakim^",22.75,"$5,900",CHICAGO BULLS,v cle, 99-96,22,   4pt 11rb 3bl 2to 1-8fg 2-2ft
C,"Hawes, Spencer",12.75,"$2,000",LOS ANGELES CLIPPERS,v hou, 124-99,11,   2pt 3rb 2as 2bl 1-1fg 0-0ft
