team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,46,87,17,33,20,30,6,39,30,3,3,10,21
ATLANTA HAWKS,240,42,90,16,36,17,26,6,40,30,5,2,11,27
DETROIT PISTONS,240,44,92,14,27,11,17,9,32,30,8,4,11,20
DENVER NUGGETS,240,43,85,12,28,22,28,10,35,26,7,8,15,15
LOS ANGELES CLIPPERS,240,44,97,4,18,4,8,11,34,16,3,4,9,21
HOUSTON ROCKETS,240,35,90,12,41,19,23,16,34,20,4,9,11,13
TORONTO RAPTORS,240,35,79,12,32,24,28,18,39,20,4,8,20,19
INDIANA PACERS,240,40,93,7,24,12,17,11,23,17,12,1,8,25
CHICAGO BULLS,240,35,80,15,41,26,33,8,34,23,10,2,13,23
MEMPHIS GRIZZLIES,240,38,87,13,35,21,25,11,36,27,7,4,14,22
PHILADELPHIA 76ERS,240,41,91,15,37,21,34,19,34,29,8,3,14,21
NEW YORK KNICKS,240,45,87,5,20,15,24,8,36,26,8,4,12,25
CLEVELAND CAVALIERS,240,41,80,11,33,12,21,2,32,17,5,7,11,21
PORTLAND TRAIL BLAZERS,240,43,96,12,35,15,19,13,37,26,4,3,7,15
NEW ORLEANS PELICANS,240,36,90,6,16,15,16,12,41,18,7,7,14,18
SAN ANTONIO SPURS,240,37,99,7,26,17,19,15,37,16,10,11,10,14
PHOENIX SUNS,240,32,83,7,16,17,24,9,42,14,4,4,22,25
UTAH JAZZ,240,42,97,12,36,20,32,14,39,29,12,8,7,20
