team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,37,83,5,20,13,16,18,30,23,5,8,15,24
BROOKLYN NETS,240,33,77,7,17,17,22,12,26,16,8,3,13,19
BOSTON CELTICS,240,35,81,5,10,14,19,11,24,18,7,2,9,18
CHICAGO BULLS,240,37,74,5,9,21,24,12,31,28,4,10,12,15
TORONTO RAPTORS,240,39,75,12,24,23,27,13,23,25,8,2,14,24
CLEVELAND CAVALIERS,240,36,70,7,16,20,30,11,22,19,6,7,15,26
PHILADELPHIA 76ERS,240,37,86,13,35,13,15,14,26,23,6,2,13,21
DALLAS MAVERICKS,240,39,72,4,11,25,29,6,29,19,9,4,11,13
SAN ANTONIO SPURS,240,38,95,14,36,16,18,9,36,28,12,9,14,25
DENVER NUGGETS,240,38,87,7,19,29,42,13,45,23,11,10,15,17
NEW ORLEANS HORNETS,240,35,75,9,27,17,17,7,26,23,11,3,14,24
GOLDEN STATE WARRIORS,240,34,78,6,18,29,34,16,28,25,8,2,14,15
CHARLOTTE BOBCATS,240,38,95,10,24,14,22,21,33,24,5,8,10,23
LOS ANGELES LAKERS,240,35,88,10,31,21,27,16,32,21,6,10,11,18
MINNESOTA TIMBERWOLVES,240,37,86,4,17,14,19,18,35,18,5,1,19,21
MIAMI HEAT,240,36,77,13,25,18,23,6,18,25,12,14,8,18
INDIANA PACERS,240,32,80,2,8,27,34,18,33,15,7,3,20,22
MILWAUKEE BUCKS,240,37,86,6,14,18,26,12,25,18,10,12,15,29
ATLANTA HAWKS,265,34,78,9,24,23,34,9,40,20,10,9,15,20
WASHINGTON WIZARDS,265,36,95,6,18,17,22,15,34,28,10,7,13,24
