team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,32,77,6,14,21,26,8,36,26,6,7,10,24
CHARLOTTE BOBCATS,240,33,77,8,18,20,30,10,37,22,6,7,10,19
SAN ANTONIO SPURS,240,39,75,8,16,17,20,2,24,21,10,1,8,18
CHICAGO BULLS,240,37,78,2,12,13,20,17,32,18,7,5,19,23
MINNESOTA TIMBERWOLVES,240,39,75,8,14,14,17,10,26,25,10,6,20,17
CLEVELAND CAVALIERS,240,40,79,5,18,7,11,9,22,24,12,7,20,15
ATLANTA HAWKS,240,40,77,9,26,16,23,8,40,26,7,2,18,20
DALLAS MAVERICKS,240,38,89,9,21,16,20,8,29,25,9,3,11,20
NEW ORLEANS HORNETS,240,41,83,10,21,13,14,10,39,26,7,10,14,25
DETROIT PISTONS,240,29,81,5,19,23,33,14,27,21,13,3,13,16
BROOKLYN NETS,265,31,80,4,12,23,32,11,41,9,6,6,11,21
INDIANA PACERS,265,33,96,5,22,13,18,17,36,16,6,7,8,26
WASHINGTON WIZARDS,240,42,74,4,12,14,17,7,40,29,7,4,19,16
MILWAUKEE BUCKS,240,36,95,5,23,13,22,17,26,23,13,5,9,17
LOS ANGELES CLIPPERS,240,44,75,8,19,11,22,11,32,29,8,7,13,16
PHILADELPHIA 76ERS,240,35,84,9,18,11,16,16,21,27,8,0,13,18
