team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,38,75,6,18,18,28,11,33,22,6,5,15,15
ATLANTA HAWKS,240,41,94,7,27,12,13,16,28,25,8,3,10,19
DALLAS MAVERICKS,240,39,79,8,17,15,17,10,23,22,5,3,14,16
BOSTON CELTICS,240,40,79,6,17,11,16,10,24,21,7,6,14,18
MIAMI HEAT,240,43,78,9,19,14,19,9,27,24,12,3,8,25
CHARLOTTE BOBCATS,240,35,74,9,20,18,23,11,22,22,4,5,15,22
UTAH JAZZ,240,44,95,8,26,17,18,12,31,29,5,10,11,26
DENVER NUGGETS,240,35,80,4,20,32,36,11,31,18,8,4,13,22
NEW JERSEY NETS,240,34,77,4,16,10,14,11,23,21,4,5,11,18
DETROIT PISTONS,240,40,83,3,10,9,18,14,26,18,6,7,7,15
PORTLAND TRAIL BLAZERS,240,32,88,5,20,18,22,8,31,17,8,8,12,29
INDIANA PACERS,240,31,77,5,14,33,43,14,44,12,4,5,16,20
CLEVELAND CAVALIERS,240,38,80,6,18,23,26,10,23,22,10,8,16,19
MEMPHIS GRIZZLIES,240,41,80,3,8,27,30,12,26,20,9,9,15,24
NEW YORK KNICKS,240,35,87,8,27,20,26,14,34,17,4,5,13,16
PHILADELPHIA 76ERS,240,39,83,5,13,17,18,7,34,25,6,9,13,19
OKLAHOMA CITY THUNDER,240,42,82,6,18,21,24,10,35,25,5,5,14,21
PHOENIX SUNS,240,39,85,13,33,16,23,11,27,19,9,3,12,19
SAN ANTONIO SPURS,240,48,84,7,18,10,15,9,33,28,7,1,17,20
SACRAMENTO KINGS,240,40,92,2,12,18,24,15,28,19,8,0,13,17
MINNESOTA TIMBERWOLVES,240,35,85,12,30,18,22,13,26,18,8,4,15,17
TORONTO RAPTORS,240,46,84,3,11,16,18,9,32,35,11,6,15,22
ORLANDO MAGIC,240,42,92,12,31,14,23,17,37,24,10,2,12,15
WASHINGTON WIZARDS,240,38,84,3,10,13,15,7,33,22,6,8,14,20
