team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,35,92,12,25,20,29,13,49,21,10,4,13,14
DALLAS MAVERICKS,240,36,91,12,41,14,19,5,47,22,10,6,12,22
CHICAGO BULLS,240,39,97,11,35,6,9,14,30,27,10,1,12,20
DETROIT PISTONS,240,43,87,16,42,15,18,12,37,33,6,7,13,11
NEW ORLEANS PELICANS,240,38,96,6,21,9,12,12,34,19,10,6,16,14
HOUSTON ROCKETS,240,45,93,18,47,6,8,5,43,22,10,8,19,17
LOS ANGELES LAKERS,240,35,86,13,38,17,25,11,33,19,7,2,11,20
MEMPHIS GRIZZLIES,240,35,84,5,29,18,22,11,32,20,7,6,10,21
PHOENIX SUNS,240,36,89,7,29,20,26,10,31,21,14,2,14,22
ORLANDO MAGIC,240,37,84,11,30,20,27,14,40,29,9,8,19,18
MINNESOTA TIMBERWOLVES,240,37,96,6,23,28,38,13,40,19,7,3,14,27
PHILADELPHIA 76ERS,240,42,88,13,37,23,36,7,44,33,9,10,15,29
