team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,33,83,7,28,19,21,5,27,20,9,4,14,22
INDIANA PACERS,240,38,78,9,15,26,30,10,39,20,10,8,16,17
CHICAGO BULLS,240,47,95,6,17,14,16,12,39,29,12,5,10,19
LOS ANGELES LAKERS,240,32,85,9,25,18,23,11,30,21,6,4,14,17
MILWAUKEE BUCKS,240,29,79,1,16,24,27,16,30,17,8,3,14,16
MEMPHIS GRIZZLIES,240,38,80,10,28,17,20,9,28,28,7,5,11,23
SACRAMENTO KINGS,240,40,89,10,28,15,20,4,36,29,6,8,13,20
NEW ORLEANS PELICANS,240,43,98,10,26,18,24,12,35,25,9,6,14,20
NEW YORK KNICKS,240,38,87,7,18,10,20,12,28,20,6,8,9,19
TORONTO RAPTORS,240,37,85,8,20,21,29,15,35,21,7,11,10,19
DENVER NUGGETS,240,41,81,9,18,26,33,7,32,25,9,5,15,25
WASHINGTON WIZARDS,240,39,88,11,28,24,30,12,29,21,13,7,14,28
