team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,42,87,7,16,19,23,6,18,18,11,4,7,18
BOSTON CELTICS,240,40,78,10,26,17,18,17,38,22,5,3,27,25
MINNESOTA TIMBERWOLVES,240,37,90,7,17,17,22,13,38,22,9,4,11,21
BROOKLYN NETS,240,36,82,8,21,11,17,7,35,17,6,5,18,22
MIAMI HEAT,240,30,77,4,22,25,31,6,30,19,6,4,8,25
CHARLOTTE HORNETS,240,35,82,5,18,21,29,13,36,23,4,9,12,24
NEW YORK KNICKS,240,39,90,9,20,8,10,11,32,25,3,9,9,23
DETROIT PISTONS,240,32,87,11,23,23,33,19,36,17,5,4,8,16
LOS ANGELES CLIPPERS,240,38,82,7,19,21,27,5,25,26,12,2,14,14
GOLDEN STATE WARRIORS,240,43,74,15,25,20,20,4,35,29,7,3,23,22
CHICAGO BULLS,240,34,73,5,16,22,30,7,35,24,8,3,16,18
MILWAUKEE BUCKS,240,33,89,3,15,17,20,18,32,19,10,3,14,28
ORLANDO MAGIC,240,39,88,3,20,10,12,14,37,14,11,3,24,20
PHILADELPHIA 76ERS,240,33,77,8,25,15,23,6,32,22,12,12,20,18
MEMPHIS GRIZZLIES,240,40,80,9,17,13,17,8,29,25,10,1,16,21
PHOENIX SUNS,240,32,69,8,21,19,21,5,30,13,11,4,18,20
DENVER NUGGETS,240,37,82,9,28,26,31,7,25,24,4,5,14,37
SACRAMENTO KINGS,240,42,76,8,20,39,50,9,31,21,8,3,13,30
ATLANTA HAWKS,240,38,92,8,25,8,11,10,27,26,14,5,13,25
SAN ANTONIO SPURS,240,31,69,5,17,27,38,11,39,25,7,9,19,15
CLEVELAND CAVALIERS,240,30,72,6,16,34,40,7,23,6,8,4,12,22
UTAH JAZZ,240,39,77,7,21,17,22,13,28,26,3,8,12,26
INDIANA PACERS,265,35,90,8,27,16,20,14,43,22,3,9,18,27
WASHINGTON WIZARDS,265,34,91,7,17,21,23,7,36,24,7,7,12,22
