team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,46,91,10,25,15,18,18,39,27,2,8,14,24
BOSTON CELTICS,240,35,91,9,33,27,29,9,24,25,8,8,3,15
PORTLAND TRAIL BLAZERS,240,33,94,8,31,11,11,15,35,18,10,12,15,11
CHARLOTTE HORNETS,240,41,87,11,26,14,17,8,43,28,11,7,12,13
ATLANTA HAWKS,240,30,78,6,25,29,37,8,24,22,1,4,12,21
DETROIT PISTONS,240,45,91,10,25,18,28,18,42,27,6,0,12,29
OKLAHOMA CITY THUNDER,240,38,90,8,28,16,19,13,23,23,11,6,18,22
GOLDEN STATE WARRIORS,240,46,85,10,21,19,27,11,35,35,11,8,18,16
MILWAUKEE BUCKS,240,37,93,7,28,11,14,15,35,26,8,8,18,14
HOUSTON ROCKETS,240,43,95,14,44,11,15,13,33,25,9,12,10,17
ORLANDO MAGIC,240,39,88,11,32,9,11,4,43,18,6,5,18,14
NEW ORLEANS PELICANS,240,46,93,15,36,11,15,6,39,28,11,5,8,13
TORONTO RAPTORS,240,34,86,6,24,15,23,12,31,17,10,2,9,24
PHILADELPHIA 76ERS,240,31,69,8,24,24,32,5,41,20,5,7,22,21
INDIANA PACERS,240,39,75,7,21,21,25,8,24,22,11,3,14,21
SACRAMENTO KINGS,240,35,72,9,21,21,27,10,26,28,9,5,21,22
MEMPHIS GRIZZLIES,240,33,83,8,25,27,34,17,28,20,8,1,12,20
WASHINGTON WIZARDS,240,36,80,8,29,24,26,12,33,27,7,3,11,25
