team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DENVER NUGGETS,240,38,79,7,17,21,25,11,29,24,10,4,20,25
ATLANTA HAWKS,240,42,95,8,22,16,19,19,28,24,13,5,14,19
MINNESOTA TIMBERWOLVES,240,37,84,6,19,14,30,13,28,19,11,3,13,19
BOSTON CELTICS,240,41,78,4,17,18,26,6,39,24,6,6,16,24
NEW YORK KNICKS,240,39,92,13,41,9,13,10,26,23,9,8,8,18
CHARLOTTE BOBCATS,240,39,83,7,16,13,15,12,38,26,2,4,12,14
CHICAGO BULLS,240,34,72,4,15,23,27,10,35,22,5,6,15,24
CLEVELAND CAVALIERS,240,31,85,5,16,18,25,14,27,15,8,2,10,18
GOLDEN STATE WARRIORS,240,34,75,9,24,27,34,9,26,24,9,7,10,22
DETROIT PISTONS,240,35,79,6,21,21,31,15,29,22,4,5,17,26
PORTLAND TRAIL BLAZERS,240,34,79,6,22,18,22,9,28,18,5,3,10,15
INDIANA PACERS,240,36,80,9,26,18,19,13,33,20,6,7,13,12
DALLAS MAVERICKS,240,34,84,5,19,17,19,11,30,20,8,6,22,18
LOS ANGELES CLIPPERS,240,45,90,6,20,16,21,12,37,30,18,6,17,17
LOS ANGELES LAKERS,240,37,80,13,28,16,22,9,37,24,11,8,9,16
NEW ORLEANS HORNETS,240,35,85,7,19,10,18,12,34,22,2,7,12,20
TORONTO RAPTORS,240,35,86,6,23,24,28,10,30,25,6,9,11,23
SACRAMENTO KINGS,240,38,82,6,15,25,34,10,37,18,5,7,15,18
MILWAUKEE BUCKS,240,35,84,5,12,24,29,8,28,24,11,4,11,21
SAN ANTONIO SPURS,240,40,85,6,21,24,28,14,39,27,6,4,17,20
ORLANDO MAGIC,240,34,77,1,15,12,17,13,33,15,6,7,19,20
UTAH JAZZ,240,32,77,1,10,22,27,8,30,17,13,4,12,16
