team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,36,85,8,28,14,18,9,34,16,12,5,16,20
DALLAS MAVERICKS,240,42,87,7,22,10,13,10,39,21,6,2,16,19
TORONTO RAPTORS,240,35,75,7,23,27,29,12,31,19,2,4,12,20
DETROIT PISTONS,240,40,93,12,29,16,24,20,22,26,5,3,7,21
MIAMI HEAT,240,33,75,8,19,14,18,8,26,18,11,4,18,20
MILWAUKEE BUCKS,240,36,87,4,17,13,17,20,33,25,8,9,20,23
LOS ANGELES LAKERS,240,44,85,9,19,20,27,8,20,22,10,7,10,17
OKLAHOMA CITY THUNDER,240,48,86,11,21,20,23,13,36,29,7,2,16,20
GOLDEN STATE WARRIORS,240,50,83,12,26,10,11,6,40,37,4,5,13,18
PORTLAND TRAIL BLAZERS,240,39,92,15,34,15,19,12,23,23,9,2,10,14
PHILADELPHIA 76ERS,240,40,81,13,28,13,21,7,37,18,6,11,20,29
SACRAMENTO KINGS,240,35,97,7,20,30,38,20,30,21,10,9,10,20
