team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,43,83,7,17,21,28,6,44,28,9,12,16,18
DENVER NUGGETS,240,41,100,10,27,18,22,12,32,27,10,3,12,25
ORLANDO MAGIC,240,41,85,7,14,35,41,13,30,26,11,2,11,22
PHILADELPHIA 76ERS,240,43,79,10,21,19,26,6,30,23,7,4,22,29
BROOKLYN NETS,240,43,90,3,12,15,19,12,35,18,10,2,13,20
PORTLAND TRAIL BLAZERS,240,40,80,10,23,22,25,7,33,24,6,6,15,18
HOUSTON ROCKETS,265,36,87,11,34,31,41,11,24,17,15,4,14,28
UTAH JAZZ,265,38,74,10,24,31,38,8,33,22,11,4,21,29
NEW ORLEANS PELICANS,240,29,83,6,23,25,33,8,40,17,8,4,16,17
WASHINGTON WIZARDS,240,43,94,12,26,11,17,7,48,29,9,4,14,24
