team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,33,85,9,30,5,6,6,33,28,6,6,14,23
CHICAGO BULLS,240,42,89,3,19,25,31,15,41,26,7,4,8,11
INDIANA PACERS,240,40,94,9,33,11,15,12,40,23,8,4,18,25
CHARLOTTE HORNETS,240,41,84,12,32,28,32,3,40,30,12,4,11,15
NEW ORLEANS PELICANS,240,39,80,7,21,21,27,11,32,26,8,1,19,16
GOLDEN STATE WARRIORS,240,45,90,16,35,10,12,10,28,35,14,4,15,17
DETROIT PISTONS,240,30,82,4,12,18,26,11,28,14,5,2,11,19
LOS ANGELES CLIPPERS,240,41,76,13,25,19,22,2,44,28,8,7,10,20
MIAMI HEAT,240,31,84,4,17,19,22,12,29,12,8,7,12,16
OKLAHOMA CITY THUNDER,240,37,85,9,28,14,17,10,37,24,8,5,16,18
UTAH JAZZ,240,43,85,11,19,12,20,10,35,20,10,11,10,22
PHILADELPHIA 76ERS,240,31,77,7,21,15,22,9,33,16,5,2,18,19
HOUSTON ROCKETS,240,41,79,17,37,15,18,6,31,28,6,7,18,18
WASHINGTON WIZARDS,240,39,94,10,27,18,20,16,29,20,12,5,13,16
