team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,37,80,8,35,17,22,9,37,23,1,5,15,26
BOSTON CELTICS,240,40,88,7,17,23,27,8,33,19,6,3,5,23
BROOKLYN NETS,265,39,91,10,35,22,28,7,40,28,11,5,15,24
MIAMI HEAT,265,43,95,7,17,16,21,10,41,19,6,6,18,22
DETROIT PISTONS,240,44,85,10,24,17,22,10,33,24,8,5,9,15
NEW YORK KNICKS,240,43,91,13,29,10,12,9,31,31,4,1,14,18
GOLDEN STATE WARRIORS,240,41,83,9,26,21,28,6,36,28,9,6,10,18
SACRAMENTO KINGS,240,36,87,8,28,16,19,11,36,27,5,6,15,23
CHARLOTTE HORNETS,240,35,77,6,23,17,27,9,37,22,6,2,17,14
WASHINGTON WIZARDS,240,40,88,18,39,9,12,11,33,30,11,4,12,23
