team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,40,82,10,22,24,28,13,24,30,11,0,16,35
CLEVELAND CAVALIERS,240,37,74,11,24,33,43,11,24,24,9,6,16,21
LOS ANGELES LAKERS,240,34,77,11,22,9,12,5,31,21,7,7,17,21
MIAMI HEAT,240,38,84,5,20,20,27,15,32,23,7,7,10,12
BOSTON CELTICS,240,38,86,7,30,16,19,14,31,21,11,6,12,18
MILWAUKEE BUCKS,240,30,73,6,17,17,23,9,32,14,10,2,17,18
CHARLOTTE HORNETS,240,38,78,8,26,20,27,4,30,18,8,5,16,20
MINNESOTA TIMBERWOLVES,240,36,80,9,19,14,19,10,38,25,6,4,22,21
DALLAS MAVERICKS,240,39,88,5,20,22,26,8,36,20,4,4,13,17
NEW ORLEANS PELICANS,240,46,92,14,33,14,18,9,39,25,9,5,11,27
NEW YORK KNICKS,240,42,95,11,23,16,18,13,31,22,8,7,9,27
TORONTO RAPTORS,240,37,84,4,17,31,39,14,35,25,7,6,11,17
OKLAHOMA CITY THUNDER,240,44,86,15,23,22,29,10,43,27,4,2,12,22
WASHINGTON WIZARDS,240,38,97,5,24,20,26,12,29,17,8,5,8,22
