team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,34,67,11,23,18,28,5,26,23,7,4,13,13
DENVER NUGGETS,240,38,81,8,20,10,11,8,29,23,6,2,13,21
WASHINGTON WIZARDS,240,39,78,7,19,21,27,9,33,25,11,2,15,27
DETROIT PISTONS,240,36,82,6,20,21,35,18,25,26,9,2,16,24
PHOENIX SUNS,240,41,85,12,31,13,22,10,35,26,17,9,16,20
LOS ANGELES CLIPPERS,240,31,85,7,20,19,26,14,34,17,8,4,20,23
CHICAGO BULLS,240,28,65,6,15,33,42,9,28,16,13,10,20,21
MEMPHIS GRIZZLIES,240,35,78,0,5,21,28,12,25,19,13,6,20,27
DALLAS MAVERICKS,240,41,86,6,24,12,14,9,30,33,12,5,11,20
MINNESOTA TIMBERWOLVES,240,36,79,6,23,20,23,12,34,22,6,4,17,15
PORTLAND TRAIL BLAZERS,240,39,88,12,32,18,24,10,28,25,5,9,9,13
NEW ORLEANS PELICANS,240,48,89,2,11,12,15,9,38,19,5,10,9,19
CHARLOTTE BOBCATS,240,31,84,7,14,11,15,12,33,13,6,3,11,12
UTAH JAZZ,240,34,80,8,21,7,9,10,36,17,6,9,13,17
