team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,42,87,9,30,14,18,6,36,30,9,6,14,26
CHARLOTTE HORNETS,240,32,76,10,30,22,34,7,33,18,9,7,15,16
NEW ORLEANS PELICANS,240,35,93,7,25,30,34,17,23,18,14,3,8,19
GOLDEN STATE WARRIORS,240,47,81,12,25,19,23,8,38,30,6,6,18,22
MEMPHIS GRIZZLIES,240,30,101,4,17,17,28,28,30,14,7,0,19,25
HOUSTON ROCKETS,240,46,85,16,33,22,34,8,45,29,13,14,13,22
DENVER NUGGETS,240,49,93,7,20,14,20,13,27,22,9,2,12,21
MIAMI HEAT,240,47,79,8,17,22,28,6,27,24,9,6,14,20
PORTLAND TRAIL BLAZERS,240,31,91,7,27,25,27,14,25,13,4,7,11,19
OKLAHOMA CITY THUNDER,240,49,83,9,17,21,26,10,42,31,10,6,13,20
MINNESOTA TIMBERWOLVES,240,37,84,4,16,26,30,6,30,25,13,4,16,20
PHOENIX SUNS,240,40,95,11,35,16,20,19,38,22,8,3,23,26
CHICAGO BULLS,240,41,83,9,25,18,20,8,30,23,2,7,8,22
TORONTO RAPTORS,240,37,83,6,20,27,31,10,32,12,5,9,5,18
CLEVELAND CAVALIERS,240,35,88,10,43,5,8,13,26,18,6,3,8,16
UTAH JAZZ,240,35,71,12,27,12,14,8,32,20,3,4,12,15
DETROIT PISTONS,240,32,79,3,23,14,22,11,28,17,5,4,20,21
WASHINGTON WIZARDS,240,51,90,8,18,14,18,5,35,34,11,3,10,22
