team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,35,94,3,18,12,15,17,32,21,6,8,15,17
ATLANTA HAWKS,240,45,86,10,26,18,24,10,36,32,10,7,10,20
MILWAUKEE BUCKS,265,40,100,10,29,21,25,14,38,22,7,7,11,23
CLEVELAND CAVALIERS,265,39,100,11,28,25,27,18,38,18,5,12,12,22
TORONTO RAPTORS,265,42,91,11,21,14,18,14,32,17,9,3,15,14
DALLAS MAVERICKS,265,46,91,10,21,6,10,11,34,31,13,3,15,17
PHOENIX SUNS,240,35,88,12,34,21,31,9,35,19,9,8,11,20
DENVER NUGGETS,240,35,85,4,17,25,29,11,42,18,5,7,16,27
CHARLOTTE BOBCATS,240,44,84,3,10,25,28,10,33,19,12,10,12,17
DETROIT PISTONS,240,42,90,12,23,10,17,18,26,18,7,10,17,17
HOUSTON ROCKETS,240,32,84,4,22,13,24,12,24,10,11,6,14,18
INDIANA PACERS,240,43,81,12,26,16,22,9,41,29,11,7,17,21
MINNESOTA TIMBERWOLVES,240,33,95,5,22,20,25,22,27,21,10,2,16,16
LOS ANGELES LAKERS,240,42,78,7,19,13,15,7,36,27,7,9,19,19
SACRAMENTO KINGS,240,43,74,7,22,10,24,7,25,25,14,1,20,16
MIAMI HEAT,240,51,83,10,23,10,14,7,32,32,15,3,17,16
BROOKLYN NETS,265,42,85,15,33,21,30,5,31,36,10,5,16,18
PHILADELPHIA 76ERS,265,51,100,9,29,10,15,12,37,36,8,2,17,21
