team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
OKLAHOMA CITY THUNDER,240,37,79,6,24,20,24,8,32,22,6,7,16,23
BOSTON CELTICS,240,39,80,9,17,21,24,8,28,28,10,1,15,23
LOS ANGELES CLIPPERS,240,29,72,4,17,14,22,17,28,15,8,7,18,22
BROOKLYN NETS,240,34,73,5,13,13,19,11,24,19,6,3,15,22
ATLANTA HAWKS,240,42,78,11,22,6,14,7,34,29,6,15,21,18
CHARLOTTE BOBCATS,240,31,83,8,22,21,26,7,29,17,16,9,13,15
GOLDEN STATE WARRIORS,240,35,80,7,17,14,18,8,37,22,8,5,14,30
DENVER NUGGETS,240,40,84,5,19,17,30,11,28,21,9,7,11,18
TORONTO RAPTORS,240,32,78,6,18,20,25,9,28,20,6,6,11,23
DETROIT PISTONS,240,36,78,4,13,15,26,15,31,17,4,2,14,22
NEW YORK KNICKS,240,37,86,17,39,12,14,6,24,22,8,9,15,21
HOUSTON ROCKETS,240,46,89,14,25,25,28,11,38,22,8,6,14,17
SAN ANTONIO SPURS,240,41,83,2,17,20,22,6,31,19,8,2,10,21
INDIANA PACERS,240,38,92,7,16,14,21,19,30,27,1,5,13,23
LOS ANGELES LAKERS,240,33,74,12,27,20,24,11,17,19,6,5,18,28
MEMPHIS GRIZZLIES,240,38,75,6,11,24,30,13,26,23,10,3,15,26
CLEVELAND CAVALIERS,240,37,87,8,26,22,30,17,21,19,8,1,13,24
ORLANDO MAGIC,240,40,80,11,21,17,20,12,24,21,5,3,18,30
NEW ORLEANS HORNETS,265,40,78,13,26,15,18,6,35,27,8,6,18,24
PHOENIX SUNS,265,44,90,11,25,12,19,10,25,28,10,5,10,19
MINNESOTA TIMBERWOLVES,240,32,78,3,18,28,37,17,30,15,10,2,14,21
PORTLAND TRAIL BLAZERS,240,42,78,11,25,8,18,6,27,24,7,6,12,26
SACRAMENTO KINGS,240,40,80,10,17,12,16,6,25,21,5,3,13,23
UTAH JAZZ,240,36,83,3,15,29,33,17,26,27,7,6,11,22
