team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,35,69,6,15,21,23,6,37,18,5,8,15,22
CHARLOTTE BOBCATS,240,29,83,8,27,15,20,10,26,20,5,3,8,20
INDIANA PACERS,240,34,85,4,16,22,28,12,25,16,5,8,9,19
CHICAGO BULLS,240,40,79,11,19,19,24,9,33,25,6,6,13,24
UTAH JAZZ,240,35,77,8,17,10,16,7,25,18,7,5,17,18
GOLDEN STATE WARRIORS,240,41,80,9,21,11,14,10,32,24,7,5,15,19
DENVER NUGGETS,240,45,99,8,24,13,18,18,25,22,8,7,13,33
HOUSTON ROCKETS,240,41,81,9,21,31,44,12,35,27,6,9,16,23
BROOKLYN NETS,240,36,85,9,23,22,33,16,23,24,7,1,11,26
LOS ANGELES CLIPPERS,240,40,77,10,23,20,30,13,38,23,6,7,17,21
OKLAHOMA CITY THUNDER,240,34,82,5,17,19,27,12,39,17,7,6,11,19
MILWAUKEE BUCKS,240,30,86,8,22,11,15,14,38,18,7,6,16,21
BOSTON CELTICS,240,34,86,5,18,15,18,15,35,14,6,8,21,21
MINNESOTA TIMBERWOLVES,240,40,94,7,23,19,22,16,34,19,13,3,13,17
PHILADELPHIA 76ERS,240,35,83,6,19,22,31,10,28,16,8,2,17,21
NEW ORLEANS PELICANS,240,52,86,13,28,18,27,10,33,30,11,17,13,25
ATLANTA HAWKS,240,44,78,9,22,13,17,5,31,20,9,4,13,15
NEW YORK KNICKS,240,34,90,10,30,12,16,19,29,19,6,3,14,20
DALLAS MAVERICKS,240,43,84,10,27,12,18,5,25,27,12,3,8,22
ORLANDO MAGIC,240,37,70,4,15,22,28,5,35,22,4,1,17,21
CLEVELAND CAVALIERS,265,36,81,10,21,21,22,7,39,18,12,6,20,19
WASHINGTON WIZARDS,265,37,93,6,25,16,22,13,34,22,11,3,18,17
