team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE BOBCATS,240,34,69,7,16,16,19,6,23,17,9,5,11,13
CLEVELAND CAVALIERS,240,35,73,9,21,9,13,9,25,21,3,5,12,18
PHILADELPHIA 76ERS,240,40,80,5,19,23,29,9,26,25,7,7,12,24
DENVER NUGGETS,240,42,79,4,14,17,29,11,33,27,9,2,19,24
DALLAS MAVERICKS,240,34,90,5,21,23,28,17,23,20,6,1,10,11
LOS ANGELES LAKERS,240,52,82,14,24,13,16,6,38,33,6,6,12,21
INDIANA PACERS,240,37,91,6,30,9,9,6,29,19,5,6,13,20
NEW YORK KNICKS,240,50,96,12,30,20,23,13,42,26,10,5,9,10
SAN ANTONIO SPURS,240,33,80,4,13,16,27,11,32,17,6,1,11,22
TORONTO RAPTORS,240,33,77,1,8,24,27,8,38,19,3,7,13,22
