team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,32,82,12,29,17,25,9,28,15,10,4,8,18
CHARLOTTE BOBCATS,240,41,75,9,19,19,25,8,39,27,3,10,14,21
MILWAUKEE BUCKS,240,31,81,9,24,20,26,12,28,19,10,6,13,17
DETROIT PISTONS,240,33,68,1,6,18,20,5,32,23,6,8,16,21
UTAH JAZZ,240,38,89,8,21,16,24,14,34,32,13,10,14,20
GOLDEN STATE WARRIORS,240,29,78,8,21,23,25,10,38,21,13,3,22,21
MIAMI HEAT,290,38,90,8,20,16,23,9,42,19,11,7,18,23
MEMPHIS GRIZZLIES,290,34,89,5,20,14,18,9,36,21,9,6,20,26
CHICAGO BULLS,240,38,88,2,15,22,31,16,34,20,5,2,11,19
MINNESOTA TIMBERWOLVES,240,38,85,7,17,11,20,9,34,20,5,4,14,21
TORONTO RAPTORS,240,43,72,6,12,14,25,4,36,30,5,4,15,19
NEW JERSEY NETS,240,33,79,8,19,15,23,7,26,20,9,8,12,20
INDIANA PACERS,240,39,90,10,27,13,15,6,29,24,8,8,10,24
NEW ORLEANS HORNETS,240,39,84,7,18,22,32,15,41,27,6,5,19,14
DALLAS MAVERICKS,240,38,84,5,15,14,18,8,37,23,9,7,10,16
ORLANDO MAGIC,240,36,87,4,25,9,12,12,35,18,5,6,12,19
SAN ANTONIO SPURS,240,36,86,5,21,17,19,11,28,21,6,1,11,20
PHILADELPHIA 76ERS,240,42,83,2,8,20,23,9,37,25,8,7,11,16
ATLANTA HAWKS,240,30,76,3,14,17,25,9,27,12,8,6,15,17
PHOENIX SUNS,240,37,82,2,18,12,17,14,36,15,8,3,15,19
BOSTON CELTICS,240,39,73,6,16,12,23,5,28,27,8,6,14,26
PORTLAND TRAIL BLAZERS,240,22,65,2,12,30,40,10,25,7,9,8,18,22
DENVER NUGGETS,240,32,72,4,13,29,37,9,31,12,5,2,12,21
WASHINGTON WIZARDS,240,40,87,5,14,22,25,14,33,22,6,9,9,25
