team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,34,83,3,23,11,13,10,22,19,8,3,11,8
CHICAGO BULLS,240,49,82,8,16,7,7,9,37,34,9,5,13,13
DALLAS MAVERICKS,240,43,80,14,25,7,9,4,25,21,4,4,12,17
DENVER NUGGETS,240,45,80,13,25,14,18,7,34,32,7,0,11,13
WASHINGTON WIZARDS,240,38,88,8,33,21,26,14,35,19,5,6,15,22
INDIANA PACERS,240,41,87,7,21,18,21,9,32,18,6,5,15,20
PHOENIX SUNS,240,37,82,9,21,25,35,8,26,16,11,5,17,23
MINNESOTA TIMBERWOLVES,240,42,86,7,19,24,25,11,30,26,8,7,19,25
ATLANTA HAWKS,240,41,75,9,23,19,24,5,30,24,5,2,15,20
OKLAHOMA CITY THUNDER,240,39,87,10,35,20,26,15,29,13,8,3,12,18
