team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,36,75,6,23,16,26,11,43,17,3,2,9,22
LOS ANGELES CLIPPERS,240,32,84,4,23,17,25,11,31,22,4,3,8,22
LOS ANGELES LAKERS,240,34,82,7,16,24,29,9,33,20,10,7,13,20
NEW JERSEY NETS,240,36,89,4,20,16,19,15,30,17,5,7,14,27
DENVER NUGGETS,240,42,83,7,21,34,40,14,29,20,3,4,10,19
NEW YORK KNICKS,240,46,88,13,30,24,26,8,25,30,6,7,6,23
CLEVELAND CAVALIERS,240,26,77,5,15,20,32,16,29,11,7,1,16,21
OKLAHOMA CITY THUNDER,240,41,77,7,19,17,24,9,35,25,12,5,12,26
NEW ORLEANS HORNETS,240,24,79,5,12,17,23,11,36,4,7,2,13,19
PHILADELPHIA 76ERS,240,33,77,7,17,15,22,6,43,24,5,4,14,20
PORTLAND TRAIL BLAZERS,240,33,87,5,15,7,11,20,27,19,4,6,14,18
SAN ANTONIO SPURS,240,32,74,9,17,22,26,15,32,20,9,5,14,12
