team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES LAKERS,240,36,91,6,26,25,36,15,36,17,6,2,9,15
GOLDEN STATE WARRIORS,240,43,90,10,23,13,19,9,39,22,3,4,11,27
ATLANTA HAWKS,240,36,80,7,21,15,25,10,28,18,11,7,16,17
INDIANA PACERS,240,40,84,8,23,12,15,15,34,18,7,6,20,17
DENVER NUGGETS,240,25,66,5,16,31,39,11,21,14,8,5,13,15
NEW ORLEANS HORNETS,240,41,85,14,25,14,15,17,28,30,8,10,12,24
MIAMI HEAT,240,37,78,15,28,19,29,11,33,31,7,6,12,14
ORLANDO MAGIC,240,37,86,9,24,11,18,10,33,25,9,6,12,18
PHILADELPHIA 76ERS,240,32,83,4,14,23,28,14,24,9,6,5,13,18
UTAH JAZZ,240,41,84,7,14,18,21,14,32,22,7,10,15,23
MEMPHIS GRIZZLIES,240,34,77,6,16,20,22,9,34,17,8,1,16,25
WASHINGTON WIZARDS,240,36,72,5,13,30,44,10,32,17,8,4,12,17
