team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,37,78,7,15,15,22,9,29,16,4,8,16,28
ATLANTA HAWKS,240,39,81,4,15,19,27,12,30,30,9,5,12,18
PORTLAND TRAIL BLAZERS,265,41,94,8,21,9,11,14,37,17,5,2,12,13
DALLAS MAVERICKS,265,42,93,7,24,6,8,9,35,19,6,5,10,13
PHOENIX SUNS,240,34,82,8,22,23,29,16,38,21,2,7,16,23
DENVER NUGGETS,240,37,92,11,27,20,31,14,27,24,8,2,5,22
OKLAHOMA CITY THUNDER,240,34,77,6,19,24,31,11,29,20,5,10,17,25
INDIANA PACERS,240,35,85,6,19,27,34,18,32,13,8,9,11,25
HOUSTON ROCKETS,240,42,88,10,17,18,22,9,26,24,9,3,14,24
LOS ANGELES LAKERS,240,36,84,3,11,32,36,13,35,23,6,5,15,20
MEMPHIS GRIZZLIES,240,38,82,8,17,13,17,12,30,20,8,6,10,17
MIAMI HEAT,240,33,82,4,18,12,16,14,26,17,6,4,14,16
CHARLOTTE BOBCATS,240,36,85,2,12,16,24,17,40,18,5,5,20,22
MILWAUKEE BUCKS,240,37,91,5,15,16,24,11,34,27,14,6,10,23
WASHINGTON WIZARDS,240,38,84,5,12,17,22,18,23,22,6,6,16,17
NEW JERSEY NETS,240,45,80,7,18,13,19,11,24,32,6,6,14,13
NEW ORLEANS HORNETS,240,36,77,5,12,26,35,8,21,11,10,4,14,17
SAN ANTONIO SPURS,240,51,84,9,18,17,21,11,29,31,8,8,13,21
CLEVELAND CAVALIERS,240,25,73,5,17,29,40,9,30,16,6,3,6,18
TORONTO RAPTORS,240,31,73,3,15,15,24,10,39,13,5,4,14,29
GOLDEN STATE WARRIORS,240,39,86,9,22,11,12,14,27,22,9,2,17,21
UTAH JAZZ,240,38,79,6,16,22,25,12,27,23,9,6,12,12
