team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,36,84,4,12,14,19,15,28,25,7,3,9,18
ATLANTA HAWKS,240,35,71,5,19,11,21,11,30,23,5,5,15,22
PHILADELPHIA 76ERS,240,37,83,2,16,14,23,14,28,22,6,3,13,22
DALLAS MAVERICKS,240,35,79,6,22,23,29,16,31,19,10,4,10,20
HOUSTON ROCKETS,240,39,78,7,18,17,25,9,32,17,9,9,15,16
INDIANA PACERS,240,40,89,9,22,10,13,11,30,20,4,4,15,22
DETROIT PISTONS,265,39,82,11,18,24,36,7,27,21,10,3,11,25
LOS ANGELES CLIPPERS,265,37,80,4,20,29,38,12,37,19,9,4,21,26
NEW YORK KNICKS,240,35,92,11,29,22,25,11,32,22,9,11,13,17
MINNESOTA TIMBERWOLVES,240,44,101,8,20,16,21,17,39,22,9,8,14,22
PORTLAND TRAIL BLAZERS,240,41,76,7,15,19,24,11,19,25,7,4,15,19
OKLAHOMA CITY THUNDER,240,40,73,6,12,24,26,9,21,20,8,8,12,23
TORONTO RAPTORS,240,40,80,6,13,24,31,12,27,20,9,3,15,24
ORLANDO MAGIC,240,39,74,12,24,16,29,7,27,23,7,6,16,23
SACRAMENTO KINGS,240,36,88,5,18,12,19,21,29,18,6,1,11,22
PHOENIX SUNS,240,41,79,4,12,17,27,13,29,19,8,3,11,13
CHARLOTTE BOBCATS,240,34,69,7,16,18,24,16,32,23,5,6,22,14
WASHINGTON WIZARDS,240,36,86,5,21,8,10,13,17,27,13,9,12,19
