team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,35,76,5,13,8,11,7,34,16,4,4,13,18
CHICAGO BULLS,240,32,81,6,18,22,25,13,32,25,8,6,8,14
SAN ANTONIO SPURS,240,41,82,5,15,26,34,8,38,26,7,1,9,19
GOLDEN STATE WARRIORS,240,39,85,5,15,19,20,6,30,21,4,5,9,21
HOUSTON ROCKETS,240,43,87,14,30,29,36,9,31,26,7,3,13,24
MINNESOTA TIMBERWOLVES,240,46,91,10,20,23,28,10,32,30,8,6,16,31
CLEVELAND CAVALIERS,240,38,84,5,14,20,24,11,30,18,6,2,16,22
NEW JERSEY NETS,240,37,83,7,13,22,29,12,28,24,6,7,9,19
OKLAHOMA CITY THUNDER,240,33,71,6,16,17,20,10,31,20,2,2,17,23
NEW ORLEANS HORNETS,240,35,77,4,15,17,23,8,25,18,9,7,9,14
WASHINGTON WIZARDS,240,40,83,4,13,22,28,12,35,19,10,3,17,20
NEW YORK KNICKS,240,42,91,10,29,21,29,14,26,24,7,5,11,15
DETROIT PISTONS,240,37,81,7,14,22,33,10,29,17,9,2,6,23
ORLANDO MAGIC,240,33,73,7,27,23,34,12,34,19,3,9,16,21
PHOENIX SUNS,240,40,78,5,17,10,12,7,25,24,5,1,16,14
PHILADELPHIA 76ERS,240,44,81,3,13,14,14,10,31,31,12,3,14,14
SACRAMENTO KINGS,240,38,76,5,9,15,20,16,28,19,9,5,17,21
PORTLAND TRAIL BLAZERS,240,34,86,5,15,8,11,18,21,16,6,6,17,16
MEMPHIS GRIZZLIES,240,41,93,4,11,14,20,18,28,17,6,8,9,21
TORONTO RAPTORS,240,40,84,0,13,18,24,11,31,20,5,11,11,15
