team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,265,41,104,3,15,29,33,20,32,18,8,4,9,18
CHICAGO BULLS,265,41,90,13,31,13,17,11,31,25,4,14,19,28
MEMPHIS GRIZZLIES,240,35,79,7,19,20,27,11,29,20,11,2,9,21
INDIANA PACERS,240,34,74,8,21,13,16,11,35,19,5,3,18,15
LOS ANGELES CLIPPERS,240,34,71,12,33,38,44,6,30,25,6,2,14,26
LOS ANGELES LAKERS,240,42,82,7,20,20,28,9,31,24,5,2,14,35
PHILADELPHIA 76ERS,240,32,86,5,23,12,22,12,30,20,9,5,16,18
MILWAUKEE BUCKS,240,36,88,9,24,12,21,15,40,25,10,11,18,19
SAN ANTONIO SPURS,240,32,78,8,25,17,23,5,40,20,3,3,12,25
PHOENIX SUNS,240,35,87,2,18,22,26,12,38,15,2,5,7,21
PORTLAND TRAIL BLAZERS,240,34,83,9,26,17,19,10,28,20,5,8,10,26
SACRAMENTO KINGS,240,34,81,4,10,31,35,14,35,14,6,2,10,24
