team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE HORNETS,240,36,95,11,29,10,12,10,35,23,7,3,5,19
CLEVELAND CAVALIERS,240,39,92,14,38,8,15,12,41,25,3,8,9,13
PHOENIX SUNS,240,46,90,8,24,20,26,8,30,27,10,3,13,29
GOLDEN STATE WARRIORS,240,45,87,16,33,27,31,8,35,32,8,7,16,20
LOS ANGELES LAKERS,240,33,71,8,24,25,30,5,34,16,6,5,17,31
MINNESOTA TIMBERWOLVES,240,42,80,13,27,28,42,9,35,28,10,4,10,19
ORLANDO MAGIC,240,46,86,11,24,16,20,8,30,24,4,7,9,20
OKLAHOMA CITY THUNDER,240,47,92,7,25,16,26,12,30,22,4,6,10,19
DENVER NUGGETS,240,36,91,11,29,22,29,16,43,11,4,6,18,25
PORTLAND TRAIL BLAZERS,240,39,99,8,29,26,32,14,30,21,8,8,7,23
