team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,36,79,8,17,10,17,11,27,22,15,4,14,22
BROOKLYN NETS,240,33,73,3,16,19,27,9,33,21,8,3,17,19
ATLANTA HAWKS,240,40,82,10,23,16,24,6,43,27,3,3,14,13
DETROIT PISTONS,240,38,96,13,43,14,18,11,35,24,9,3,7,19
CLEVELAND CAVALIERS,240,35,86,7,23,17,23,14,31,13,8,1,14,14
GOLDEN STATE WARRIORS,240,43,86,10,30,16,17,9,35,35,9,8,13,20
BOSTON CELTICS,265,41,103,10,34,11,16,13,37,25,10,7,10,27
INDIANA PACERS,265,34,92,9,23,30,34,16,40,21,5,9,16,18
ORLANDO MAGIC,240,30,76,6,14,18,23,4,32,19,8,7,15,27
LOS ANGELES LAKERS,240,36,90,7,21,22,31,18,42,16,8,7,12,21
MINNESOTA TIMBERWOLVES,240,32,79,6,22,14,17,13,27,22,13,3,19,14
MILWAUKEE BUCKS,240,39,75,12,19,8,10,9,30,30,13,4,22,21
MEMPHIS GRIZZLIES,240,36,82,6,17,17,22,13,31,17,7,4,10,18
NEW ORLEANS PELICANS,240,37,81,10,20,22,26,13,34,21,3,10,10,20
UTAH JAZZ,240,36,74,7,21,15,22,9,35,22,12,11,20,14
OKLAHOMA CITY THUNDER,240,42,91,7,21,8,9,9,29,25,12,5,14,18
DENVER NUGGETS,240,47,85,5,17,19,28,10,29,27,10,6,11,25
SACRAMENTO KINGS,240,42,86,6,19,18,24,12,26,19,5,6,14,17
PHOENIX SUNS,240,37,83,7,26,14,21,9,39,23,10,6,19,20
SAN ANTONIO SPURS,240,38,89,11,23,13,18,7,33,28,12,2,15,20
CHICAGO BULLS,240,32,83,10,26,12,19,11,35,16,9,8,16,15
WASHINGTON WIZARDS,240,41,86,8,15,12,19,12,36,27,9,7,13,18
