team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,34,96,4,18,16,18,16,27,17,10,3,13,18
BOSTON CELTICS,240,41,76,3,14,14,18,4,41,23,9,4,18,23
NEW ORLEANS HORNETS,265,39,87,6,15,24,30,14,33,18,12,2,15,23
DETROIT PISTONS,265,44,83,10,23,13,23,7,30,26,8,7,17,23
ATLANTA HAWKS,240,29,74,5,17,19,23,7,32,22,6,5,16,22
NEW JERSEY NETS,240,35,84,4,13,15,19,10,36,19,6,2,16,20
PHOENIX SUNS,240,42,73,4,12,25,30,7,30,23,5,3,19,30
OKLAHOMA CITY THUNDER,240,33,77,6,21,38,46,12,20,20,10,4,12,23
HOUSTON ROCKETS,240,37,83,11,25,17,22,16,34,28,5,11,20,17
SACRAMENTO KINGS,240,35,91,7,14,16,19,15,23,18,9,10,13,19
LOS ANGELES LAKERS,240,41,79,7,19,31,39,14,32,20,9,4,17,21
TORONTO RAPTORS,240,41,87,7,22,21,25,11,24,27,13,0,15,28
