team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,36,76,8,20,15,19,7,28,29,9,4,16,22
ATLANTA HAWKS,240,40,72,9,19,14,23,4,29,24,10,5,13,18
HOUSTON ROCKETS,240,35,80,9,33,12,29,12,26,23,9,1,14,21
BOSTON CELTICS,240,41,79,9,23,12,16,8,35,22,8,6,16,29
PHOENIX SUNS,240,31,79,7,14,10,16,13,26,20,5,5,18,30
BROOKLYN NETS,240,34,75,6,13,25,32,13,31,12,10,2,11,15
CLEVELAND CAVALIERS,240,37,85,5,24,12,16,10,25,12,14,4,15,30
DENVER NUGGETS,240,36,82,4,16,22,31,19,37,24,4,7,22,21
PORTLAND TRAIL BLAZERS,240,35,92,15,43,12,19,17,35,18,5,3,13,14
GOLDEN STATE WARRIORS,240,41,86,6,15,15,18,8,39,28,10,5,11,16
OKLAHOMA CITY THUNDER,240,44,87,9,29,19,28,12,41,28,8,6,17,22
LOS ANGELES LAKERS,240,39,98,6,28,17,22,16,30,23,7,5,12,19
SAN ANTONIO SPURS,265,35,76,10,25,18,22,7,28,25,9,4,18,21
MEMPHIS GRIZZLIES,265,40,85,3,12,18,21,9,26,19,10,4,14,21
DETROIT PISTONS,240,39,90,8,22,17,25,14,37,24,8,8,12,13
MILWAUKEE BUCKS,240,36,91,1,16,14,19,13,35,16,6,12,12,19
MINNESOTA TIMBERWOLVES,240,31,69,4,18,26,33,6,25,20,7,4,14,13
NEW ORLEANS HORNETS,240,44,84,8,22,8,9,12,32,29,5,3,12,26
CHICAGO BULLS,240,39,68,5,11,25,34,6,33,26,8,6,18,23
NEW YORK KNICKS,240,37,90,11,22,16,23,18,23,17,11,3,12,28
CHARLOTTE BOBCATS,240,28,75,3,12,19,22,15,26,14,7,4,13,14
TORONTO RAPTORS,240,39,86,12,27,9,11,21,27,25,7,6,11,22
