team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BROOKLYN NETS,240,37,80,11,33,20,25,5,35,28,7,11,22,25
ATLANTA HAWKS,240,41,95,4,20,24,32,11,36,19,12,7,15,22
WASHINGTON WIZARDS,240,50,88,11,26,12,19,8,35,31,10,0,11,16
DENVER NUGGETS,240,46,87,13,28,8,17,10,29,31,6,2,16,16
BOSTON CELTICS,240,37,84,10,29,15,19,9,36,28,12,1,12,10
GOLDEN STATE WARRIORS,240,37,84,6,30,6,9,12,34,23,8,12,17,20
UTAH JAZZ,240,41,76,12,31,21,24,10,35,21,2,4,16,23
HOUSTON ROCKETS,240,35,79,8,32,30,40,10,21,22,9,4,8,20
DETROIT PISTONS,240,39,89,7,26,13,22,11,34,20,4,4,10,18
INDIANA PACERS,240,44,88,11,23,16,19,9,37,27,3,2,5,18
CHARLOTTE HORNETS,240,37,80,7,21,20,21,6,33,14,7,8,12,17
MIAMI HEAT,240,37,85,17,41,17,24,13,33,22,8,7,12,18
NEW YORK KNICKS,240,39,84,7,21,8,12,10,33,22,4,6,15,20
MILWAUKEE BUCKS,240,37,86,8,26,22,28,12,34,26,9,4,8,13
LOS ANGELES CLIPPERS,240,35,83,9,24,12,18,10,26,18,9,3,16,18
MINNESOTA TIMBERWOLVES,240,42,86,5,20,18,20,14,36,26,10,4,12,23
TORONTO RAPTORS,240,36,76,8,21,14,23,8,34,21,6,6,11,18
NEW ORLEANS PELICANS,240,34,80,9,29,10,13,8,32,22,6,3,14,20
CHICAGO BULLS,240,36,81,12,28,7,11,9,35,24,3,4,16,16
ORLANDO MAGIC,240,37,89,7,25,17,21,15,33,21,10,4,9,17
SACRAMENTO KINGS,240,42,86,7,19,13,16,5,37,20,7,3,13,22
SAN ANTONIO SPURS,240,42,84,14,29,16,21,6,37,33,9,5,12,15
