team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
OKLAHOMA CITY THUNDER,240,38,86,4,18,21,28,10,44,27,8,7,16,19
ATLANTA HAWKS,240,31,87,9,26,21,27,12,33,24,10,5,15,22
BOSTON CELTICS,240,35,80,11,22,15,21,10,25,14,8,1,9,22
BROOKLYN NETS,240,39,70,3,12,23,28,8,34,19,4,2,13,16
MILWAUKEE BUCKS,240,30,75,2,11,16,20,12,27,14,7,11,15,16
CHICAGO BULLS,240,31,83,3,15,9,14,13,29,21,7,8,18,23
NEW YORK KNICKS,240,40,87,10,31,4,5,9,22,27,4,5,13,19
CLEVELAND CAVALIERS,240,42,74,9,19,16,22,9,29,25,6,1,12,13
MINNESOTA TIMBERWOLVES,240,41,85,11,24,28,33,14,32,31,12,0,12,16
DETROIT PISTONS,240,39,83,8,28,8,16,11,28,22,4,5,20,24
MIAMI HEAT,240,33,77,4,21,14,20,6,27,20,13,6,12,21
INDIANA PACERS,240,34,67,5,15,17,25,9,34,22,7,2,21,21
PHOENIX SUNS,240,44,85,7,23,19,21,10,33,24,6,3,13,22
LOS ANGELES LAKERS,240,39,80,5,19,25,32,7,26,22,7,3,11,20
SAN ANTONIO SPURS,240,45,82,13,23,13,16,8,28,30,8,3,14,18
TORONTO RAPTORS,240,38,83,10,23,17,19,11,27,23,6,3,17,18
