team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,40,75,5,11,14,18,10,40,26,5,6,15,14
ATLANTA HAWKS,240,28,81,6,16,14,17,8,22,21,4,1,12,13
DENVER NUGGETS,240,35,75,12,21,24,26,10,37,24,6,2,17,20
GOLDEN STATE WARRIORS,240,35,87,6,26,13,16,10,28,16,9,5,10,21
PHOENIX SUNS,240,42,78,7,13,32,38,6,27,21,5,5,12,14
HOUSTON ROCKETS,240,49,100,6,26,12,15,18,33,31,9,3,14,26
NEW ORLEANS HORNETS,240,37,78,6,20,15,23,9,31,19,2,2,12,30
LOS ANGELES CLIPPERS,240,38,75,6,19,17,34,12,31,26,7,5,12,24
INDIANA PACERS,240,37,90,8,23,11,13,12,36,26,9,2,13,27
MIAMI HEAT,240,24,62,4,20,25,38,6,33,16,4,10,22,19
MINNESOTA TIMBERWOLVES,240,44,88,8,17,11,16,11,28,22,6,4,17,26
OKLAHOMA CITY THUNDER,240,40,73,5,13,32,40,5,33,29,11,6,15,19
ORLANDO MAGIC,240,39,80,9,18,10,14,6,34,19,7,3,16,22
SAN ANTONIO SPURS,240,38,77,12,19,18,23,3,28,25,7,3,9,14
SACRAMENTO KINGS,240,29,81,5,16,20,27,16,34,18,2,7,15,23
UTAH JAZZ,240,34,76,3,9,23,33,9,30,20,9,9,7,21
