team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,31,72,6,15,18,23,16,37,12,4,7,28,19
BOSTON CELTICS,240,42,88,8,18,12,17,9,23,27,14,3,7,22
NEW JERSEY NETS,240,30,83,4,22,19,26,18,38,17,4,8,13,15
CHARLOTTE BOBCATS,240,30,86,2,11,12,21,13,30,17,8,7,8,17
NEW ORLEANS HORNETS,240,33,72,4,11,27,32,9,22,23,7,2,11,22
DENVER NUGGETS,240,41,73,6,23,22,32,11,24,33,9,6,12,25
ATLANTA HAWKS,240,31,73,8,19,15,22,9,15,19,15,5,8,17
DETROIT PISTONS,240,38,68,1,8,9,15,8,29,23,3,4,20,22
NEW YORK KNICKS,240,46,83,7,17,15,21,9,26,29,11,5,17,22
MILWAUKEE BUCKS,240,45,93,13,26,16,21,17,23,30,8,5,15,16
LOS ANGELES LAKERS,240,39,82,6,18,21,27,17,28,22,5,8,17,16
MINNESOTA TIMBERWOLVES,240,37,81,8,20,20,26,10,24,19,9,5,13,20
CLEVELAND CAVALIERS,240,38,91,5,17,15,24,21,30,19,13,3,13,17
OKLAHOMA CITY THUNDER,240,37,76,6,24,10,17,8,32,20,5,13,17,22
UTAH JAZZ,240,34,84,3,11,20,24,14,28,15,8,7,11,20
PHILADELPHIA 76ERS,240,41,78,3,7,19,27,10,36,26,8,5,13,15
DALLAS MAVERICKS,240,39,86,6,22,13,18,17,27,21,7,6,17,17
SACRAMENTO KINGS,240,43,85,11,27,13,13,10,24,25,8,6,14,16
LOS ANGELES CLIPPERS,240,43,84,14,27,20,24,9,32,20,7,0,7,23
SAN ANTONIO SPURS,240,38,78,12,30,20,32,9,26,22,4,3,11,21
