team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,38,85,14,28,21,32,12,32,22,6,0,11,22
CHICAGO BULLS,240,36,81,8,21,25,29,13,31,26,7,4,11,22
WASHINGTON WIZARDS,240,37,85,2,14,18,25,17,29,14,5,9,14,21
HOUSTON ROCKETS,240,38,84,4,19,18,25,11,29,24,7,4,9,17
SACRAMENTO KINGS,240,39,92,4,12,13,15,15,34,19,8,2,16,22
INDIANA PACERS,240,39,83,12,26,12,15,4,31,25,6,7,13,16
LOS ANGELES CLIPPERS,240,32,87,5,15,20,25,20,32,16,4,3,13,19
MILWAUKEE BUCKS,240,43,92,8,22,13,16,17,33,27,7,2,7,19
OKLAHOMA CITY THUNDER,240,43,88,6,12,19,27,14,33,27,13,4,10,18
PHILADELPHIA 76ERS,240,36,76,3,11,18,22,6,30,19,5,4,17,19
