team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,39,79,6,19,14,18,13,23,25,11,4,16,25
ATLANTA HAWKS,240,42,80,13,26,14,18,14,23,29,9,4,19,20
HOUSTON ROCKETS,240,46,92,21,44,24,32,13,39,30,9,3,13,21
BROOKLYN NETS,240,41,93,15,44,15,19,9,29,29,9,5,16,25
MINNESOTA TIMBERWOLVES,240,35,80,5,21,12,18,10,34,20,7,1,12,16
DALLAS MAVERICKS,240,36,77,12,29,14,19,6,35,21,8,8,11,18
DETROIT PISTONS,240,41,95,9,25,11,16,10,36,24,6,6,7,22
LOS ANGELES LAKERS,240,36,83,6,26,19,24,9,41,19,2,4,14,18
CHICAGO BULLS,240,40,78,4,17,24,35,6,41,18,8,5,12,14
MEMPHIS GRIZZLIES,240,40,95,11,32,13,13,13,37,24,6,3,10,22
OKLAHOMA CITY THUNDER,240,40,90,9,28,33,41,17,27,20,14,4,19,28
SACRAMENTO KINGS,240,37,81,9,25,35,40,14,30,24,13,6,22,29
NEW YORK KNICKS,240,35,84,12,29,19,27,11,30,21,7,7,14,16
TORONTO RAPTORS,240,44,89,8,22,20,23,10,32,21,9,4,10,20
