team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,40,89,7,16,13,15,15,39,26,6,5,15,16
ATLANTA HAWKS,240,33,84,8,33,14,15,7,30,25,7,4,14,21
ORLANDO MAGIC,240,41,76,9,21,14,20,7,36,24,12,3,16,18
BROOKLYN NETS,240,31,80,7,19,13,16,9,30,23,5,0,17,19
PHILADELPHIA 76ERS,240,38,92,11,31,9,13,9,27,19,6,8,11,17
CHICAGO BULLS,240,43,85,8,22,21,26,10,43,28,7,8,13,15
PHOENIX SUNS,240,33,80,9,25,19,27,12,35,19,9,5,16,23
DALLAS MAVERICKS,240,38,77,12,32,16,21,5,36,17,12,1,16,22
HOUSTON ROCKETS,240,41,87,18,40,8,11,5,21,26,14,1,11,22
DENVER NUGGETS,240,42,82,8,25,22,25,15,37,26,8,5,18,15
LOS ANGELES CLIPPERS,265,44,97,6,19,11,15,10,29,29,9,4,10,22
DETROIT PISTONS,265,37,89,6,19,23,31,15,39,17,8,0,18,21
TORONTO RAPTORS,240,29,79,10,28,22,26,15,30,10,9,6,18,21
INDIANA PACERS,240,41,86,10,22,14,16,10,34,14,8,3,14,21
WASHINGTON WIZARDS,240,37,86,9,24,12,20,10,26,22,9,3,14,13
MEMPHIS GRIZZLIES,240,44,78,10,15,14,15,6,33,26,8,5,17,18
NEW ORLEANS PELICANS,240,36,82,8,25,21,27,5,36,15,9,9,9,22
PORTLAND TRAIL BLAZERS,240,35,81,13,32,22,29,10,40,28,7,5,15,21
UTAH JAZZ,240,32,79,3,11,14,17,7,25,18,8,3,11,23
SAN ANTONIO SPURS,240,42,75,9,21,25,27,9,39,24,6,2,11,17
