team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,31,82,4,18,22,30,19,28,17,6,3,20,24
BROOKLYN NETS,240,40,78,4,11,20,32,11,28,23,11,3,15,27
LOS ANGELES LAKERS,240,39,88,12,31,14,20,9,26,21,9,4,14,12
DALLAS MAVERICKS,240,49,94,13,27,12,14,10,40,34,10,3,12,14
SAN ANTONIO SPURS,240,40,86,4,16,18,20,8,31,27,14,9,16,22
DENVER NUGGETS,240,35,83,9,19,15,20,10,35,22,4,4,22,23
INDIANA PACERS,240,38,73,9,21,14,23,4,41,26,6,9,18,21
DETROIT PISTONS,240,33,87,5,25,20,25,13,29,13,10,6,14,24
PHOENIX SUNS,240,39,78,12,25,14,22,7,34,25,10,4,15,20
NEW ORLEANS PELICANS,240,37,85,10,18,14,19,8,32,26,12,11,13,20
CHARLOTTE BOBCATS,240,30,71,8,21,34,42,16,35,17,9,5,22,25
NEW YORK KNICKS,240,35,82,8,28,19,23,11,22,12,11,4,14,27
HOUSTON ROCKETS,240,41,75,6,22,28,34,10,37,17,6,3,20,27
PORTLAND TRAIL BLAZERS,240,36,87,10,31,19,29,11,19,22,9,6,14,28
ATLANTA HAWKS,240,39,81,8,22,19,26,9,27,26,11,7,14,15
SACRAMENTO KINGS,240,35,80,10,31,20,21,10,29,22,10,4,18,26
MIAMI HEAT,240,41,83,10,23,12,14,10,28,31,7,4,11,27
TORONTO RAPTORS,240,31,72,6,21,27,33,13,27,15,4,1,15,21
