team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,43,85,9,33,12,15,7,23,31,8,3,10,17
ATLANTA HAWKS,240,42,75,10,24,18,22,6,32,29,5,2,15,19
CHICAGO BULLS,240,34,86,7,19,17,25,12,39,24,4,2,15,16
BOSTON CELTICS,240,44,92,12,32,17,21,8,38,29,9,5,5,18
MILWAUKEE BUCKS,240,42,87,8,26,14,17,7,28,25,4,2,9,32
CHARLOTTE HORNETS,240,36,74,9,21,30,40,9,34,22,2,7,16,20
DENVER NUGGETS,240,38,82,7,28,13,15,10,35,25,10,4,18,14
GOLDEN STATE WARRIORS,240,32,84,3,27,14,17,11,27,25,14,8,16,14
BROOKLYN NETS,265,42,98,16,36,19,25,18,33,24,2,2,10,20
INDIANA PACERS,265,47,90,10,23,19,24,7,34,31,8,9,8,25
PORTLAND TRAIL BLAZERS,240,39,95,10,25,7,14,9,38,19,7,8,11,15
LOS ANGELES LAKERS,240,36,85,8,25,12,20,11,44,23,8,3,17,22
LOS ANGELES CLIPPERS,240,39,79,13,34,21,28,5,31,14,4,7,10,22
MEMPHIS GRIZZLIES,240,40,90,13,31,22,25,15,32,28,5,5,9,26
NEW ORLEANS PELICANS,240,39,73,15,25,16,19,6,31,27,5,10,14,20
MIAMI HEAT,240,36,85,10,32,12,15,13,25,18,4,3,13,19
MINNESOTA TIMBERWOLVES,240,42,84,6,16,25,29,13,34,18,6,6,14,21
PHOENIX SUNS,240,40,86,11,32,15,24,9,27,24,5,4,13,22
SAN ANTONIO SPURS,240,44,88,11,23,9,11,7,37,29,3,1,8,11
SACRAMENTO KINGS,240,40,86,12,22,7,11,9,33,21,2,2,10,17
PHILADELPHIA 76ERS,240,33,80,7,27,13,20,7,34,19,10,7,22,23
TORONTO RAPTORS,240,35,85,9,27,23,26,7,36,18,15,6,17,20
OKLAHOMA CITY THUNDER,240,39,88,12,29,13,16,15,30,18,9,5,7,16
UTAH JAZZ,240,33,72,6,26,17,20,6,31,16,3,2,12,13
ORLANDO MAGIC,240,42,87,8,26,11,17,4,24,17,7,3,12,22
WASHINGTON WIZARDS,240,47,86,16,30,20,23,12,37,29,5,2,16,18
