team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,44,86,8,17,11,17,9,30,25,5,6,13,25
CLEVELAND CAVALIERS,240,39,82,11,20,29,36,10,31,25,6,4,13,21
MEMPHIS GRIZZLIES,240,37,73,5,15,15,23,8,25,23,10,9,21,22
DENVER NUGGETS,240,32,79,4,9,23,30,17,30,22,13,4,23,19
GOLDEN STATE WARRIORS,240,36,70,8,15,17,21,6,31,22,6,6,17,26
LOS ANGELES CLIPPERS,240,34,79,6,19,19,35,16,26,21,11,7,12,20
BOSTON CELTICS,240,39,83,6,17,10,12,9,25,33,11,8,12,21
LOS ANGELES LAKERS,240,36,71,8,16,17,26,8,34,25,8,3,17,16
PHILADELPHIA 76ERS,240,40,79,5,9,21,26,7,35,18,12,5,14,21
NEW YORK KNICKS,240,33,80,7,17,21,26,11,31,16,8,4,16,19
INDIANA PACERS,240,39,82,1,12,15,18,9,27,15,8,2,11,25
ORLANDO MAGIC,240,37,79,10,27,23,30,10,30,22,7,4,13,14
ATLANTA HAWKS,240,42,82,7,21,15,23,11,34,23,14,5,15,16
SACRAMENTO KINGS,240,38,82,10,29,13,17,9,27,19,10,5,16,21
MILWAUKEE BUCKS,240,35,73,6,18,29,35,8,28,26,6,4,11,18
TORONTO RAPTORS,240,40,86,4,13,15,19,13,30,23,7,1,13,30
