team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
INDIANA PACERS,240,40,88,5,19,13,13,14,28,18,2,6,13,17
BOSTON CELTICS,240,39,85,9,27,14,16,9,29,26,6,3,12,19
NEW YORK KNICKS,240,37,90,8,19,17,21,15,28,22,7,2,14,24
BROOKLYN NETS,240,38,74,14,24,20,26,7,35,18,6,6,16,24
ATLANTA HAWKS,290,43,93,13,33,20,26,7,31,28,8,3,19,33
CHARLOTTE HORNETS,290,48,97,6,21,20,27,11,40,31,6,7,19,30
CLEVELAND CAVALIERS,240,40,84,6,23,24,33,6,36,25,5,3,8,14
DENVER NUGGETS,240,40,85,11,29,10,15,8,34,22,5,5,13,22
MILWAUKEE BUCKS,240,36,77,5,20,18,23,9,26,26,10,6,13,19
DETROIT PISTONS,240,37,75,11,23,13,24,12,28,18,7,5,18,24
MEMPHIS GRIZZLIES,240,34,81,9,18,14,17,9,29,21,10,4,8,14
OKLAHOMA CITY THUNDER,240,37,79,12,25,3,11,10,34,16,3,1,17,18
MINNESOTA TIMBERWOLVES,265,40,93,4,18,19,25,9,29,24,9,7,12,22
ORLANDO MAGIC,265,46,91,5,10,15,19,12,40,19,5,6,21,27
CHICAGO BULLS,240,40,78,12,24,26,34,12,28,25,4,6,17,21
PHILADELPHIA 76ERS,240,43,91,12,30,17,25,17,25,29,7,2,12,29
SACRAMENTO KINGS,290,39,91,3,16,33,39,13,47,16,6,4,15,27
PHOENIX SUNS,290,42,98,10,31,18,25,9,33,19,7,7,12,33
WASHINGTON WIZARDS,240,30,83,3,19,21,32,16,34,19,7,5,13,29
TORONTO RAPTORS,240,35,80,9,22,24,31,10,39,19,5,3,13,27
DALLAS MAVERICKS,240,42,88,9,24,12,14,13,29,23,12,3,8,22
UTAH JAZZ,240,29,68,9,28,15,19,9,32,19,4,6,21,17
