team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,29,82,9,35,15,26,20,41,17,6,2,18,17
ATLANTA HAWKS,240,37,84,9,30,10,14,5,37,31,8,1,10,19
MINNESOTA TIMBERWOLVES,240,29,80,6,19,16,20,10,32,16,7,6,16,20
CHARLOTTE HORNETS,240,40,89,12,22,13,19,10,37,27,8,3,10,20
CHICAGO BULLS,240,30,80,8,16,26,32,11,29,12,5,9,8,16
CLEVELAND CAVALIERS,240,41,90,8,18,18,25,20,34,20,5,4,12,19
DENVER NUGGETS,240,30,87,7,24,12,19,8,31,17,9,3,16,19
GOLDEN STATE WARRIORS,240,44,81,13,27,21,27,7,46,30,10,6,13,14
INDIANA PACERS,240,39,85,6,27,14,18,11,32,21,12,0,19,21
HOUSTON ROCKETS,240,37,72,12,31,24,33,7,32,26,13,2,19,19
BOSTON CELTICS,240,33,84,12,29,15,21,12,31,24,6,2,13,14
LOS ANGELES CLIPPERS,240,39,82,9,21,15,19,10,34,27,6,10,11,14
DALLAS MAVERICKS,240,34,76,10,25,25,33,12,30,17,6,3,13,22
MEMPHIS GRIZZLIES,240,36,85,3,22,20,22,9,33,17,8,4,13,23
TORONTO RAPTORS,240,36,90,6,24,14,24,20,34,17,9,5,15,20
MILWAUKEE BUCKS,240,34,76,5,18,16,25,11,32,22,12,5,16,22
NEW ORLEANS PELICANS,240,35,84,8,27,14,20,20,30,13,1,1,9,17
NEW YORK KNICKS,240,38,78,10,23,13,17,9,25,22,2,8,4,14
LOS ANGELES LAKERS,240,34,75,8,17,24,35,13,33,24,9,3,23,20
PHOENIX SUNS,240,43,86,13,32,16,22,10,31,23,16,7,15,22
SACRAMENTO KINGS,240,34,76,4,12,22,30,11,42,13,8,5,21,22
PORTLAND TRAIL BLAZERS,240,35,88,11,36,17,26,9,26,21,16,3,13,21
PHILADELPHIA 76ERS,240,28,85,6,24,14,23,10,20,19,11,4,16,17
WASHINGTON WIZARDS,240,45,81,7,13,14,18,13,40,26,8,5,22,22
